HashBits,Threads,Throughput (MTPS)
1,1,0.140730
1,2,0.367248
1,4,0.364369
1,8,0.304173
1,16,0.298831
1,32,0.309426
2,1,0.137721
2,2,0.343668
2,4,0.368012
2,8,0.319574
2,16,0.289610
2,32,0.290233
3,1,0.139730
3,2,0.372770
3,4,0.360341
3,8,0.328536
3,16,0.330993
3,32,0.299987
4,1,0.141694
4,2,0.368582
4,4,0.377118
4,8,0.359419
4,16,0.341990
4,32,0.307292
5,1,0.144122
5,2,0.411152
5,4,0.375137
5,8,0.373215
5,16,0.339036
5,32,0.278619
6,1,0.144819
6,2,0.398072
6,4,0.392339
6,8,0.354286
6,16,0.307266
6,32,0.303728
7,1,0.144870
7,2,0.403261
7,4,0.395897
7,8,0.332049
7,16,0.314489
7,32,0.281911
8,1,0.148680
8,2,0.384668
8,4,0.399856
8,8,0.350605
8,16,0.315010
8,32,0.276884
9,1,0.145122
9,2,0.386119
9,4,0.378368
9,8,0.318533
9,16,0.305282
9,32,0.271736
10,1,0.140411
10,2,0.382702
10,4,0.371876
10,8,0.327657
10,16,0.295555
10,32,0.271159
11,1,0.140237
11,2,0.359026
11,4,0.334482
11,8,0.297068
11,16,0.265902
11,32,0.272045
12,1,0.136316
12,2,0.330048
12,4,0.313443
12,8,0.265718
12,16,0.235756
12,32,0.213654
13,1,0.128978
13,2,0.289135
13,4,0.259318
13,8,0.224083
13,16,0.197125
13,32,0.190185
14,1,0.125704
14,2,0.250474
14,4,0.240275
14,8,0.204591
14,16,0.204066
14,32,0.202222
15,1,0.117307
15,2,0.217465
15,4,0.206250
15,8,0.178674
15,16,0.161241
15,32,0.151896
16,1,0.101089
16,2,0.174031
16,4,0.174890
16,8,0.152173
16,16,0.139843
16,32,0.133806
17,1,0.081621
17,2,0.140200
17,4,0.136254
17,8,0.124879
17,16,0.120546
17,32,0.112799
18,1,0.064758
18,2,0.104485
18,4,0.100961
18,8,0.091315
18,16,0.082412
18,32,0.080656
