HashBits,Threads,Throughput (MTPS)
1,1,0.138562
1,2,0.364983
1,4,0.358698
1,8,0.314653
1,16,0.269763
1,32,0.265823
2,1,0.138629
2,2,0.341492
2,4,0.366297
2,8,0.321397
2,16,0.290186
2,32,0.261755
3,1,0.140822
3,2,0.374102
3,4,0.359754
3,8,0.328733
3,16,0.308468
3,32,0.312487
4,1,0.141994
4,2,0.375245
4,4,0.368264
4,8,0.359406
4,16,0.315196
4,32,0.306824
5,1,0.140042
5,2,0.366517
5,4,0.375174
5,8,0.368553
5,16,0.312428
5,32,0.336860
6,1,0.146251
6,2,0.401587
6,4,0.383196
6,8,0.334659
6,16,0.292694
6,32,0.246754
7,1,0.147168
7,2,0.366682
7,4,0.396148
7,8,0.372366
7,16,0.306630
7,32,0.280444
8,1,0.146106
8,2,0.398860
8,4,0.373866
8,8,0.357541
8,16,0.306082
8,32,0.274224
9,1,0.147090
9,2,0.388128
9,4,0.381491
9,8,0.342398
9,16,0.296985
9,32,0.278191
10,1,0.145798
10,2,0.378677
10,4,0.359810
10,8,0.334594
10,16,0.303134
10,32,0.272699
11,1,0.141618
11,2,0.360541
11,4,0.337101
11,8,0.290570
11,16,0.266475
11,32,0.292740
12,1,0.136405
12,2,0.327501
12,4,0.309850
12,8,0.266145
12,16,0.269281
12,32,0.259283
13,1,0.130745
13,2,0.288779
13,4,0.262921
13,8,0.242051
13,16,0.210826
13,32,0.209692
14,1,0.125551
14,2,0.261294
14,4,0.241990
14,8,0.212622
14,16,0.227096
14,32,0.192619
15,1,0.115361
15,2,0.221598
15,4,0.210457
15,8,0.198117
15,16,0.192321
15,32,0.183927
16,1,0.101110
16,2,0.180283
16,4,0.178277
16,8,0.164232
16,16,0.145074
16,32,0.131853
17,1,0.082054
17,2,0.132159
17,4,0.136032
17,8,0.124402
17,16,0.106171
17,32,0.109254
18,1,0.064294
18,2,0.101843
18,4,0.100957
18,8,0.092750
18,16,0.088112
18,32,0.085086
