HashBits,Threads,Throughput (MTPS)
1,1,0.141012
1,2,0.368903
1,4,0.365790
1,8,0.309047
1,16,0.305308
1,32,0.279704
2,1,0.137662
2,2,0.340801
2,4,0.368572
2,8,0.316616
2,16,0.293756
2,32,0.278476
3,1,0.141623
3,2,0.371343
3,4,0.358807
3,8,0.319142
3,16,0.317140
3,32,0.321725
4,1,0.141504
4,2,0.378656
4,4,0.375786
4,8,0.359142
4,16,0.329597
4,32,0.307982
5,1,0.140736
5,2,0.373097
5,4,0.381777
5,8,0.372528
5,16,0.349996
5,32,0.287737
6,1,0.146580
6,2,0.384098
6,4,0.374613
6,8,0.360813
6,16,0.324664
6,32,0.273614
7,1,0.147569
7,2,0.368221
7,4,0.385175
7,8,0.357757
7,16,0.323251
7,32,0.302251
8,1,0.146079
8,2,0.391649
8,4,0.391840
8,8,0.326121
8,16,0.295581
8,32,0.292962
9,1,0.144879
9,2,0.377995
9,4,0.373113
9,8,0.321372
9,16,0.289958
9,32,0.268672
10,1,0.146008
10,2,0.377350
10,4,0.362369
10,8,0.320410
10,16,0.285110
10,32,0.251638
11,1,0.138679
11,2,0.352040
11,4,0.339433
11,8,0.301624
11,16,0.280664
11,32,0.270479
12,1,0.136953
12,2,0.326315
12,4,0.295957
12,8,0.277659
12,16,0.229372
12,32,0.219449
13,1,0.130190
13,2,0.287036
13,4,0.264320
13,8,0.220196
13,16,0.200749
13,32,0.194621
14,1,0.124901
14,2,0.250648
14,4,0.238084
14,8,0.219789
14,16,0.237108
14,32,0.209355
15,1,0.116819
15,2,0.222130
15,4,0.211667
15,8,0.186585
15,16,0.146773
15,32,0.148271
16,1,0.102038
16,2,0.173967
16,4,0.173135
16,8,0.176672
16,16,0.177876
16,32,0.164213
17,1,0.081686
17,2,0.140386
17,4,0.137219
17,8,0.118790
17,16,0.106223
17,32,0.105173
18,1,0.065788
18,2,0.103890
18,4,0.098301
18,8,0.097748
18,16,0.089786
18,32,0.084423
