HashBits,Threads,Throughput (MTPS)
1,1,0.139232
1,2,0.190839
1,4,0.178801
1,8,0.155832
1,16,0.095743
1,32,0.127049
2,1,0.141102
2,2,0.197205
2,4,0.232482
2,8,0.261638
2,16,0.207706
2,32,0.245345
3,1,0.142581
3,2,0.206493
3,4,0.250637
3,8,0.227706
3,16,0.336634
3,32,0.328993
4,1,0.141164
4,2,0.211011
4,4,0.237379
4,8,0.303560
4,16,0.421980
4,32,0.416550
5,1,0.141072
5,2,0.214800
5,4,0.335109
5,8,0.426608
5,16,0.488092
5,32,0.617701
6,1,0.148438
6,2,0.236268
6,4,0.370980
6,8,0.415649
6,16,0.621255
6,32,0.799440
7,1,0.146270
7,2,0.249733
7,4,0.414253
7,8,0.533195
7,16,0.874804
7,32,1.187618
8,1,0.147245
8,2,0.254146
8,4,0.424907
8,8,0.690436
8,16,0.942922
8,32,1.170638
9,1,0.147183
9,2,0.257377
9,4,0.470659
9,8,0.774158
9,16,1.236595
9,32,1.232599
10,1,0.144542
10,2,0.265807
10,4,0.463799
10,8,0.753755
10,16,1.045466
10,32,1.241313
11,1,0.142201
11,2,0.265250
11,4,0.471397
11,8,0.668169
11,16,0.843537
11,32,0.916296
12,1,0.134704
12,2,0.241454
12,4,0.397454
12,8,0.518076
12,16,0.524433
12,32,0.707522
13,1,0.129135
13,2,0.222320
13,4,0.356825
13,8,0.377827
13,16,0.401073
13,32,0.582684
14,1,0.125648
14,2,0.220381
14,4,0.322418
14,8,0.328847
14,16,0.357438
14,32,0.467364
15,1,0.112967
15,2,0.196095
15,4,0.267665
15,8,0.288258
15,16,0.276123
15,32,0.354311
16,1,0.096436
16,2,0.164675
16,4,0.224947
16,8,0.241129
16,16,0.231470
16,32,0.264247
17,1,0.079845
17,2,0.134720
17,4,0.165913
17,8,0.168449
17,16,0.154349
17,32,0.205882
18,1,0.064066
18,2,0.101881
18,4,0.105985
18,8,0.113416
18,16,0.106860
18,32,0.126232
