HashBits,Threads,Throughput (MTPS)
1,1,0.148350
1,2,0.299465
1,4,0.485225
1,8,0.769852
1,16,0.980898
1,32,1.012183
2,1,0.168096
2,2,0.319874
2,4,0.381528
2,8,0.904297
2,16,0.901540
2,32,1.071715
3,1,0.181598
3,2,0.342564
3,4,0.547053
3,8,0.640211
3,16,0.466121
3,32,0.377497
4,1,0.100410
4,2,0.114637
4,4,0.084241
4,8,0.064408
4,16,0.049736
4,32,0.042347
5,1,0.038590
5,2,0.053695
5,4,0.039680
5,8,0.046364
5,16,0.044023
5,32,0.043603
6,1,0.029542
6,2,0.047791
6,4,0.045076
6,8,0.043050
6,16,0.045293
6,32,0.043611
7,1,0.039629
7,2,0.053968
7,4,0.047433
7,8,0.050493
7,16,0.044196
7,32,0.042640
8,1,0.039368
8,2,0.051947
8,4,0.050990
8,8,0.046381
8,16,0.044516
8,32,0.043361
9,1,0.038154
9,2,0.049077
9,4,0.048641
9,8,0.048519
9,16,0.044688
9,32,0.034667
10,1,0.039181
10,2,0.052137
10,4,0.045588
10,8,0.045623
10,16,0.038279
10,32,0.045471
11,1,0.040267
11,2,0.056269
11,4,0.047406
11,8,0.049572
11,16,0.048168
11,32,0.044125
12,1,0.037194
12,2,0.057858
12,4,0.044334
12,8,0.049593
12,16,0.043111
12,32,0.040298
13,1,0.038292
13,2,0.052035
13,4,0.047178
13,8,0.045760
13,16,0.046505
13,32,0.038470
14,1,0.038984
14,2,0.053556
14,4,0.048099
14,8,0.047881
14,16,0.045790
14,32,0.041055
15,1,0.041678
15,2,0.056063
15,4,0.053032
15,8,0.046744
15,16,0.044567
15,32,0.035935
16,1,0.041143
16,2,0.045257
16,4,0.047821
16,8,0.044099
16,16,0.043907
16,32,0.041764
17,1,0.042102
17,2,0.045053
17,4,0.045421
17,8,0.046957
17,16,0.045841
17,32,0.041222
18,1,0.040610
18,2,0.045670
18,4,0.043924
18,8,0.042596
18,16,0.041333
18,32,0.036770
