HashBits,Threads,Throughput (MTPS)
1,1,0.135126
1,2,0.162214
1,4,0.115154
1,8,0.101217
1,16,0.063802
1,32,0.058313
2,1,0.137766
2,2,0.119556
2,4,0.168687
2,8,0.148817
2,16,0.106477
2,32,0.094751
3,1,0.138976
3,2,0.205903
3,4,0.178102
3,8,0.187386
3,16,0.194685
3,32,0.154518
4,1,0.136295
4,2,0.196760
4,4,0.222449
4,8,0.230767
4,16,0.189724
4,32,0.250104
5,1,0.135702
5,2,0.165657
5,4,0.235276
5,8,0.258721
5,16,0.255364
5,32,0.435445
6,1,0.143731
6,2,0.167018
6,4,0.224974
6,8,0.336877
6,16,0.334724
6,32,0.530153
7,1,0.131148
7,2,0.216173
7,4,0.368780
7,8,0.392966
7,16,0.594858
7,32,0.605411
8,1,0.145243
8,2,0.241747
8,4,0.388700
8,8,0.569200
8,16,0.671077
8,32,0.771525
9,1,0.145273
9,2,0.253108
9,4,0.401943
9,8,0.637736
9,16,0.898468
9,32,0.821750
10,1,0.142507
10,2,0.245115
10,4,0.382896
10,8,0.579793
10,16,0.820768
10,32,0.802149
11,1,0.139052
11,2,0.216836
11,4,0.345643
11,8,0.511903
11,16,0.631263
11,32,0.661048
12,1,0.132470
12,2,0.244253
12,4,0.312141
12,8,0.456278
12,16,0.459813
12,32,0.476383
13,1,0.127311
13,2,0.181396
13,4,0.310814
13,8,0.343438
13,16,0.404338
13,32,0.356103
14,1,0.112864
14,2,0.167311
14,4,0.256027
14,8,0.303950
14,16,0.334842
14,32,0.308852
15,1,0.109588
15,2,0.151600
15,4,0.231466
15,8,0.246491
15,16,0.280607
15,32,0.240505
16,1,0.090309
16,2,0.151965
16,4,0.199054
16,8,0.205726
16,16,0.200427
16,32,0.191135
17,1,0.073601
17,2,0.114109
17,4,0.155035
17,8,0.147813
17,16,0.149780
17,32,0.140395
18,1,0.057980
18,2,0.084914
18,4,0.106149
18,8,0.096540
18,16,0.100543
18,32,0.094681
