HashBits,Threads,Throughput (MTPS)
1,1,0.135155
1,2,0.112579
1,4,0.115542
1,8,0.081671
1,16,0.062251
1,32,0.056546
2,1,0.131657
2,2,0.188993
2,4,0.170711
2,8,0.137078
2,16,0.113451
2,32,0.096034
3,1,0.140291
3,2,0.120724
3,4,0.161262
3,8,0.195370
3,16,0.202796
3,32,0.146718
4,1,0.139522
4,2,0.210470
4,4,0.233390
4,8,0.168686
4,16,0.222530
4,32,0.283431
5,1,0.141017
5,2,0.136823
5,4,0.271280
5,8,0.272049
5,16,0.256114
5,32,0.314658
6,1,0.138405
6,2,0.216815
6,4,0.255165
6,8,0.356011
6,16,0.394195
6,32,0.482339
7,1,0.142304
7,2,0.205709
7,4,0.287407
7,8,0.501002
7,16,0.671174
7,32,0.654307
8,1,0.144420
8,2,0.193491
8,4,0.367056
8,8,0.506470
8,16,0.764359
8,32,0.742079
9,1,0.144153
9,2,0.252553
9,4,0.392908
9,8,0.627740
9,16,0.881853
9,32,0.830108
10,1,0.142867
10,2,0.258952
10,4,0.368691
10,8,0.590777
10,16,0.819418
10,32,0.786246
11,1,0.139843
11,2,0.206549
11,4,0.379848
11,8,0.529836
11,16,0.647701
11,32,0.644294
12,1,0.133503
12,2,0.244899
12,4,0.354846
12,8,0.440138
12,16,0.476712
12,32,0.488242
13,1,0.128206
13,2,0.180563
13,4,0.289747
13,8,0.350753
13,16,0.378083
13,32,0.352574
14,1,0.117413
14,2,0.192485
14,4,0.253913
14,8,0.314310
14,16,0.324276
14,32,0.298194
15,1,0.109903
15,2,0.192632
15,4,0.226398
15,8,0.259676
15,16,0.282672
15,32,0.251289
16,1,0.090484
16,2,0.163382
16,4,0.197416
16,8,0.204588
16,16,0.204199
16,32,0.192403
17,1,0.076687
17,2,0.127872
17,4,0.141627
17,8,0.140639
17,16,0.148835
17,32,0.143326
18,1,0.058160
18,2,0.088577
18,4,0.109500
18,8,0.100717
18,16,0.101126
18,32,0.094950
