HashBits,Threads,Throughput (MTPS)
1,1,0.178818
1,2,0.300460
1,4,0.513933
1,8,0.931992
1,16,1.222700
1,32,0.898818
2,1,0.179077
2,2,0.365716
2,4,0.617204
2,8,0.929200
2,16,1.095962
2,32,0.868085
3,1,0.178274
3,2,0.358448
3,4,0.565078
3,8,0.634631
3,16,0.502817
3,32,0.379241
4,1,0.103309
4,2,0.130635
4,4,0.096409
4,8,0.064485
4,16,0.054914
4,32,0.040428
5,1,0.039813
5,2,0.051385
5,4,0.047835
5,8,0.049778
5,16,0.045663
5,32,0.024346
6,1,0.039304
6,2,0.046826
6,4,0.046603
6,8,0.049806
6,16,0.042536
6,32,0.041199
7,1,0.035219
7,2,0.059411
7,4,0.048528
7,8,0.050046
7,16,0.046612
7,32,0.043723
8,1,0.037665
8,2,0.057398
8,4,0.040656
8,8,0.045218
8,16,0.046351
8,32,0.045402
9,1,0.040223
9,2,0.056373
9,4,0.043751
9,8,0.044684
9,16,0.044446
9,32,0.031551
10,1,0.042243
10,2,0.053573
10,4,0.044726
10,8,0.048568
10,16,0.043908
10,32,0.041956
11,1,0.035731
11,2,0.051426
11,4,0.044112
11,8,0.045421
11,16,0.042495
11,32,0.042521
12,1,0.038452
12,2,0.058807
12,4,0.047296
12,8,0.049775
12,16,0.046673
12,32,0.042673
13,1,0.038382
13,2,0.039802
13,4,0.049154
13,8,0.045836
13,16,0.045750
13,32,0.043618
14,1,0.039889
14,2,0.052296
14,4,0.045717
14,8,0.048538
14,16,0.044008
14,32,0.031211
15,1,0.039530
15,2,0.061727
15,4,0.048101
15,8,0.043032
15,16,0.043355
15,32,0.041789
16,1,0.038170
16,2,0.055190
16,4,0.052898
16,8,0.040619
16,16,0.040250
16,32,0.043709
17,1,0.039319
17,2,0.051509
17,4,0.050432
17,8,0.044106
17,16,0.032556
17,32,0.042514
18,1,0.039835
18,2,0.045955
18,4,0.049714
18,8,0.042310
18,16,0.040879
18,32,0.037115
