HashBits,Threads,Throughput (MTPS)
1,1,0.134503
1,2,0.185422
1,4,0.119488
1,8,0.106498
1,16,0.062392
1,32,0.063451
2,1,0.139340
2,2,0.191687
2,4,0.138873
2,8,0.138578
2,16,0.089615
2,32,0.084057
3,1,0.137086
3,2,0.110064
3,4,0.172283
3,8,0.216891
3,16,0.205589
3,32,0.151993
4,1,0.141286
4,2,0.142223
4,4,0.192265
4,8,0.167673
4,16,0.279523
4,32,0.248235
5,1,0.134253
5,2,0.148356
5,4,0.213796
5,8,0.243141
5,16,0.241423
5,32,0.433643
6,1,0.145174
6,2,0.164764
6,4,0.249694
6,8,0.281974
6,16,0.345880
6,32,0.528582
7,1,0.144017
7,2,0.192911
7,4,0.321394
7,8,0.463007
7,16,0.531292
7,32,0.601851
8,1,0.143264
8,2,0.193665
8,4,0.362598
8,8,0.504129
8,16,0.797282
8,32,0.745029
9,1,0.143662
9,2,0.258348
9,4,0.364541
9,8,0.631952
9,16,0.879371
9,32,0.868416
10,1,0.143481
10,2,0.244357
10,4,0.388974
10,8,0.591229
10,16,0.807064
10,32,0.794532
11,1,0.139690
11,2,0.204248
11,4,0.361006
11,8,0.538211
11,16,0.642867
11,32,0.620870
12,1,0.131456
12,2,0.199632
12,4,0.329854
12,8,0.391930
12,16,0.472591
12,32,0.486489
13,1,0.127519
13,2,0.204999
13,4,0.281368
13,8,0.365992
13,16,0.370717
13,32,0.363171
14,1,0.121015
14,2,0.215534
14,4,0.272691
14,8,0.273932
14,16,0.357840
14,32,0.316672
15,1,0.106710
15,2,0.186190
15,4,0.244097
15,8,0.253311
15,16,0.271840
15,32,0.247679
16,1,0.091809
16,2,0.136714
16,4,0.190561
16,8,0.195067
16,16,0.205004
16,32,0.184517
17,1,0.071663
17,2,0.108030
17,4,0.155036
17,8,0.137535
17,16,0.143560
17,32,0.141247
18,1,0.055415
18,2,0.088721
18,4,0.111936
18,8,0.098080
18,16,0.101891
18,32,0.092001
