HashBits,Threads,Throughput (MTPS)
1,1,0.137668
1,2,0.099962
1,4,0.116875
1,8,0.081114
1,16,0.063710
1,32,0.054529
2,1,0.135430
2,2,0.187363
2,4,0.145391
2,8,0.136674
2,16,0.082527
2,32,0.089340
3,1,0.140340
3,2,0.204547
3,4,0.172982
3,8,0.217013
3,16,0.190760
3,32,0.147366
4,1,0.140022
4,2,0.206254
4,4,0.218425
4,8,0.171922
4,16,0.232108
4,32,0.288064
5,1,0.137480
5,2,0.189182
5,4,0.205205
5,8,0.206620
5,16,0.382329
5,32,0.323877
6,1,0.145727
6,2,0.172548
6,4,0.230456
6,8,0.343566
6,16,0.314015
6,32,0.521560
7,1,0.141917
7,2,0.181360
7,4,0.283007
7,8,0.456059
7,16,0.635576
7,32,0.695274
8,1,0.146083
8,2,0.195320
8,4,0.368345
8,8,0.546646
8,16,0.822570
8,32,0.716112
9,1,0.145446
9,2,0.226712
9,4,0.351034
9,8,0.538685
9,16,0.751357
9,32,0.847833
10,1,0.139030
10,2,0.249913
10,4,0.383849
10,8,0.592395
10,16,0.843983
10,32,0.805641
11,1,0.133976
11,2,0.200805
11,4,0.352582
11,8,0.524524
11,16,0.683389
11,32,0.647902
12,1,0.134249
12,2,0.246982
12,4,0.362817
12,8,0.442328
12,16,0.474474
12,32,0.485471
13,1,0.128028
13,2,0.223747
13,4,0.279051
13,8,0.339894
13,16,0.395354
13,32,0.352829
14,1,0.121093
14,2,0.183724
14,4,0.254706
14,8,0.306447
14,16,0.348063
14,32,0.309461
15,1,0.108807
15,2,0.155861
15,4,0.234590
15,8,0.263677
15,16,0.272365
15,32,0.238508
16,1,0.092931
16,2,0.155967
16,4,0.200926
16,8,0.208895
16,16,0.216322
16,32,0.187396
17,1,0.074072
17,2,0.122533
17,4,0.158106
17,8,0.160942
17,16,0.156210
17,32,0.147565
18,1,0.058962
18,2,0.087103
18,4,0.109000
18,8,0.100402
18,16,0.098485
18,32,0.093457
