HashBits,Threads,Throughput (MTPS)
1,1,0.175255
1,2,0.323864
1,4,0.516806
1,8,0.679759
1,16,1.096819
1,32,0.990207
2,1,0.172554
2,2,0.343532
2,4,0.530632
2,8,0.964437
2,16,1.007770
2,32,0.670293
3,1,0.174054
3,2,0.327996
3,4,0.525625
3,8,0.194312
3,16,0.736165
3,32,0.655677
4,1,0.108233
4,2,0.130967
4,4,0.097620
4,8,0.065596
4,16,0.054260
4,32,0.053372
5,1,0.036982
5,2,0.048252
5,4,0.044749
5,8,0.041844
5,16,0.067949
5,32,0.055411
6,1,0.043064
6,2,0.044733
6,4,0.044442
6,8,0.041442
6,16,0.066843
6,32,0.071411
7,1,0.042066
7,2,0.054313
7,4,0.042828
7,8,0.046363
7,16,0.069866
7,32,0.071357
8,1,0.036996
8,2,0.053226
8,4,0.050649
8,8,0.045303
8,16,0.072693
8,32,0.069175
9,1,0.038106
9,2,0.053491
9,4,0.045379
9,8,0.048474
9,16,0.058674
9,32,0.070657
10,1,0.041848
10,2,0.052282
10,4,0.049613
10,8,0.041433
10,16,0.062583
10,32,0.070391
11,1,0.038782
11,2,0.053558
11,4,0.049268
11,8,0.044183
11,16,0.069429
11,32,0.070272
12,1,0.041966
12,2,0.049040
12,4,0.046517
12,8,0.046857
12,16,0.064269
12,32,0.064521
13,1,0.039920
13,2,0.047479
13,4,0.045727
13,8,0.043669
13,16,0.064039
13,32,0.051024
14,1,0.039808
14,2,0.048008
14,4,0.043242
14,8,0.042453
14,16,0.071501
14,32,0.071224
15,1,0.039383
15,2,0.052701
15,4,0.049087
15,8,0.041763
15,16,0.049337
15,32,0.068427
16,1,0.038923
16,2,0.050437
16,4,0.047199
16,8,0.044314
16,16,0.055085
16,32,0.064931
17,1,0.038864
17,2,0.050557
17,4,0.050915
17,8,0.049355
17,16,0.067020
17,32,0.057402
18,1,0.042544
18,2,0.050237
18,4,0.045427
18,8,0.042028
18,16,0.061131
18,32,0.049453
