HashBits,Threads,Throughput (MTPS)
1,1,0.155222
1,2,0.306313
1,4,0.465610
1,8,0.678918
1,16,0.869907
1,32,0.910426
2,1,0.170748
2,2,0.335198
2,4,0.588004
2,8,0.950034
2,16,1.008538
2,32,0.804893
3,1,0.172996
3,2,0.332930
3,4,0.552215
3,8,0.589603
3,16,0.475797
3,32,0.316154
4,1,0.093780
4,2,0.127087
4,4,0.099488
4,8,0.064943
4,16,0.057224
4,32,0.051109
5,1,0.038491
5,2,0.050323
5,4,0.049785
5,8,0.043098
5,16,0.074250
5,32,0.074397
6,1,0.042757
6,2,0.054871
6,4,0.043530
6,8,0.048032
6,16,0.073417
6,32,0.071797
7,1,0.042819
7,2,0.043871
7,4,0.044253
7,8,0.045537
7,16,0.067813
7,32,0.064524
8,1,0.036579
8,2,0.045842
8,4,0.053841
8,8,0.043839
8,16,0.051340
8,32,0.071849
9,1,0.041990
9,2,0.046997
9,4,0.054968
9,8,0.039102
9,16,0.068641
9,32,0.067259
10,1,0.038545
10,2,0.057713
10,4,0.041773
10,8,0.046839
10,16,0.058290
10,32,0.067466
11,1,0.040811
11,2,0.051617
11,4,0.048111
11,8,0.046010
11,16,0.059056
11,32,0.070714
12,1,0.041364
12,2,0.051612
12,4,0.051588
12,8,0.046496
12,16,0.069870
12,32,0.069507
13,1,0.039829
13,2,0.052862
13,4,0.048035
13,8,0.044880
13,16,0.067845
13,32,0.059489
14,1,0.041751
14,2,0.052551
14,4,0.044654
14,8,0.048229
14,16,0.066906
14,32,0.068056
15,1,0.039431
15,2,0.049359
15,4,0.044668
15,8,0.052715
15,16,0.069222
15,32,0.062991
16,1,0.039523
16,2,0.044095
16,4,0.052774
16,8,0.046909
16,16,0.070439
16,32,0.063656
17,1,0.040576
17,2,0.052787
17,4,0.047935
17,8,0.047537
17,16,0.066699
17,32,0.059090
18,1,0.040741
18,2,0.050330
18,4,0.045333
18,8,0.050572
18,16,0.063154
18,32,0.042264
