HashBits,Threads,Throughput (MTPS)
1,1,0.135109
1,2,0.163794
1,4,0.131574
1,8,0.099714
1,16,0.107502
1,32,0.105928
2,1,0.138551
2,2,0.121942
2,4,0.155150
2,8,0.159158
2,16,0.156539
2,32,0.162985
3,1,0.136936
3,2,0.193417
3,4,0.196959
3,8,0.179543
3,16,0.211179
3,32,0.180944
4,1,0.136513
4,2,0.203113
4,4,0.153333
4,8,0.225964
4,16,0.186692
4,32,0.249832
5,1,0.140154
5,2,0.142486
5,4,0.192099
5,8,0.273829
5,16,0.296581
5,32,0.165750
6,1,0.139498
6,2,0.230636
6,4,0.287274
6,8,0.391497
6,16,0.329708
6,32,0.407947
7,1,0.141448
7,2,0.185671
7,4,0.355687
7,8,0.506755
7,16,0.674531
7,32,0.651464
8,1,0.140578
8,2,0.228784
8,4,0.339428
8,8,0.536785
8,16,0.686661
8,32,0.701837
9,1,0.144990
9,2,0.208327
9,4,0.406453
9,8,0.640810
9,16,0.717323
9,32,0.651960
10,1,0.142256
10,2,0.213627
10,4,0.398576
10,8,0.630418
10,16,0.689456
10,32,0.670702
11,1,0.132929
11,2,0.249002
11,4,0.408094
11,8,0.564978
11,16,0.628937
11,32,0.555297
12,1,0.130483
12,2,0.211273
12,4,0.362248
12,8,0.448404
12,16,0.509808
12,32,0.475656
13,1,0.126262
13,2,0.201729
13,4,0.314384
13,8,0.342370
13,16,0.462858
13,32,0.514957
14,1,0.122940
14,2,0.202201
14,4,0.290130
14,8,0.326836
14,16,0.375240
14,32,0.397170
15,1,0.113711
15,2,0.195275
15,4,0.251384
15,8,0.251120
15,16,0.298321
15,32,0.368764
16,1,0.094697
16,2,0.135328
16,4,0.195408
16,8,0.198846
16,16,0.244123
16,32,0.249519
17,1,0.074652
17,2,0.126767
17,4,0.150065
17,8,0.147079
17,16,0.198975
17,32,0.200922
18,1,0.061986
18,2,0.098109
18,4,0.112597
18,8,0.099941
18,16,0.135055
18,32,0.137212
