HashBits,Threads,Throughput (MTPS)
1,1,0.131502
1,2,0.180964
1,4,0.124433
1,8,0.081648
1,16,0.085746
1,32,0.094748
2,1,0.137390
2,2,0.180415
2,4,0.156245
2,8,0.143970
2,16,0.148965
2,32,0.138004
3,1,0.136773
3,2,0.127843
3,4,0.167967
3,8,0.203680
3,16,0.200388
3,32,0.188013
4,1,0.135789
4,2,0.177749
4,4,0.160084
4,8,0.204376
4,16,0.242214
4,32,0.175339
5,1,0.133202
5,2,0.195737
5,4,0.213807
5,8,0.244446
5,16,0.222959
5,32,0.270457
6,1,0.137572
6,2,0.207694
6,4,0.202073
6,8,0.251760
6,16,0.332936
6,32,0.205012
7,1,0.131888
7,2,0.220522
7,4,0.323068
7,8,0.476400
7,16,0.541176
7,32,0.597583
8,1,0.144133
8,2,0.194024
8,4,0.340869
8,8,0.542695
8,16,0.662843
8,32,0.618870
9,1,0.137139
9,2,0.244851
9,4,0.406208
9,8,0.635215
9,16,0.695347
9,32,0.649443
10,1,0.142951
10,2,0.260865
10,4,0.398376
10,8,0.637145
10,16,0.658989
10,32,0.638209
11,1,0.139568
11,2,0.210947
11,4,0.369258
11,8,0.594378
11,16,0.623516
11,32,0.544174
12,1,0.132871
12,2,0.240124
12,4,0.351955
12,8,0.450208
12,16,0.518123
12,32,0.456165
13,1,0.121466
13,2,0.184010
13,4,0.294236
13,8,0.354954
13,16,0.438646
13,32,0.350025
14,1,0.118182
14,2,0.208831
14,4,0.259011
14,8,0.294442
14,16,0.381884
14,32,0.372474
15,1,0.111240
15,2,0.192753
15,4,0.250790
15,8,0.249554
15,16,0.336541
15,32,0.360769
16,1,0.091958
16,2,0.133388
16,4,0.184240
16,8,0.206528
16,16,0.277609
16,32,0.253528
17,1,0.072575
17,2,0.128116
17,4,0.156306
17,8,0.139349
17,16,0.185481
17,32,0.188847
18,1,0.055692
18,2,0.094471
18,4,0.109957
18,8,0.108120
18,16,0.143223
18,32,0.138591
