HashBits,Threads,Throughput (MTPS)
1,1,0.132574
1,2,0.158655
1,4,0.115114
1,8,0.096833
1,16,0.098905
1,32,0.109944
2,1,0.137928
2,2,0.195555
2,4,0.161813
2,8,0.138577
2,16,0.143340
2,32,0.143523
3,1,0.138168
3,2,0.110337
3,4,0.164724
3,8,0.212311
3,16,0.199067
3,32,0.166776
4,1,0.135046
4,2,0.160673
4,4,0.173191
4,8,0.189832
4,16,0.176230
4,32,0.209287
5,1,0.137550
5,2,0.212032
5,4,0.256022
5,8,0.283460
5,16,0.170633
5,32,0.292341
6,1,0.134541
6,2,0.163312
6,4,0.209001
6,8,0.455600
6,16,0.450468
6,32,0.246753
7,1,0.140306
7,2,0.242447
7,4,0.278907
7,8,0.397808
7,16,0.584871
7,32,0.486790
8,1,0.136972
8,2,0.206863
8,4,0.310666
8,8,0.548639
8,16,0.692410
8,32,0.646476
9,1,0.144357
9,2,0.254425
9,4,0.397871
9,8,0.633372
9,16,0.707335
9,32,0.653095
10,1,0.139566
10,2,0.241669
10,4,0.390423
10,8,0.592524
10,16,0.652787
10,32,0.614161
11,1,0.138205
11,2,0.258174
11,4,0.401836
11,8,0.543664
11,16,0.606517
11,32,0.534201
12,1,0.133233
12,2,0.243521
12,4,0.331801
12,8,0.464426
12,16,0.524518
12,32,0.450553
13,1,0.120244
13,2,0.212773
13,4,0.313612
13,8,0.358510
13,16,0.435610
13,32,0.343205
14,1,0.119382
14,2,0.212509
14,4,0.286279
14,8,0.331971
14,16,0.410297
14,32,0.363133
15,1,0.111508
15,2,0.150855
15,4,0.214797
15,8,0.271936
15,16,0.340778
15,32,0.340464
16,1,0.093961
16,2,0.155502
16,4,0.194498
16,8,0.209365
16,16,0.281743
16,32,0.282269
17,1,0.078254
17,2,0.123415
17,4,0.140478
17,8,0.149834
17,16,0.208213
17,32,0.200237
18,1,0.060583
18,2,0.097708
18,4,0.101239
18,8,0.104760
18,16,0.137073
18,32,0.135441
