HashBits,Threads,Throughput (MTPS)
1,1,0.138037
1,2,0.110948
1,4,0.122692
1,8,0.075612
1,16,0.106336
1,32,0.081781
2,1,0.139325
2,2,0.113518
2,4,0.150155
2,8,0.138277
2,16,0.142308
2,32,0.132686
3,1,0.137316
3,2,0.184179
3,4,0.173882
3,8,0.173798
3,16,0.184730
3,32,0.132545
4,1,0.138019
4,2,0.127351
4,4,0.224100
4,8,0.246128
4,16,0.227459
4,32,0.227802
5,1,0.137801
5,2,0.216807
5,4,0.238064
5,8,0.257537
5,16,0.273465
5,32,0.258490
6,1,0.123667
6,2,0.229157
6,4,0.292801
6,8,0.351787
6,16,0.352934
6,32,0.478592
7,1,0.140007
7,2,0.186620
7,4,0.310778
7,8,0.485756
7,16,0.569173
7,32,0.566659
8,1,0.127979
8,2,0.226460
8,4,0.336876
8,8,0.535060
8,16,0.574185
8,32,0.679127
9,1,0.144248
9,2,0.253402
9,4,0.371756
9,8,0.615162
9,16,0.707347
9,32,0.671539
10,1,0.142217
10,2,0.259027
10,4,0.373971
10,8,0.618284
10,16,0.672956
10,32,0.621778
11,1,0.139312
11,2,0.208438
11,4,0.364509
11,8,0.541912
11,16,0.601049
11,32,0.532412
12,1,0.132653
12,2,0.244995
12,4,0.327754
12,8,0.459720
12,16,0.512194
12,32,0.468411
13,1,0.124481
13,2,0.186414
13,4,0.277144
13,8,0.345960
13,16,0.470603
13,32,0.443183
14,1,0.123272
14,2,0.211596
14,4,0.282499
14,8,0.327928
14,16,0.388794
14,32,0.392031
15,1,0.107340
15,2,0.192092
15,4,0.243090
15,8,0.261216
15,16,0.316603
15,32,0.332366
16,1,0.095310
16,2,0.151513
16,4,0.188445
16,8,0.187310
16,16,0.264472
16,32,0.255130
17,1,0.075469
17,2,0.132635
17,4,0.144036
17,8,0.150582
17,16,0.194790
17,32,0.179398
18,1,0.057398
18,2,0.099531
18,4,0.109853
18,8,0.101278
18,16,0.134759
18,32,0.137692
