HashBits,Threads,Throughput (MTPS)
1,1,0.133826
1,2,0.358367
1,4,0.353623
1,8,0.325605
1,16,0.344457
1,32,0.375227
2,1,0.142470
2,2,0.349424
2,4,0.355327
2,8,0.322306
2,16,0.323361
2,32,0.313112
3,1,0.147112
3,2,0.388728
3,4,0.364756
3,8,0.338531
3,16,0.355900
3,32,0.366998
4,1,0.143381
4,2,0.394594
4,4,0.367916
4,8,0.344791
4,16,0.364370
4,32,0.340806
5,1,0.141233
5,2,0.373892
5,4,0.362949
5,8,0.357421
5,16,0.350050
5,32,0.318595
6,1,0.147023
6,2,0.376435
6,4,0.380464
6,8,0.361170
6,16,0.308334
6,32,0.305713
7,1,0.143994
7,2,0.389563
7,4,0.396477
7,8,0.367760
7,16,0.307561
7,32,0.272954
8,1,0.144667
8,2,0.376762
8,4,0.376613
8,8,0.358317
8,16,0.306744
8,32,0.298995
9,1,0.147400
9,2,0.385722
9,4,0.375626
9,8,0.328949
9,16,0.294452
9,32,0.273169
10,1,0.145020
10,2,0.384997
10,4,0.365694
10,8,0.320916
10,16,0.298266
10,32,0.284297
11,1,0.142439
11,2,0.357502
11,4,0.334588
11,8,0.297939
11,16,0.265612
11,32,0.268789
12,1,0.134703
12,2,0.326101
12,4,0.304198
12,8,0.265230
12,16,0.261064
12,32,0.226255
13,1,0.129847
13,2,0.276991
13,4,0.260317
13,8,0.214583
13,16,0.201289
13,32,0.188671
14,1,0.123197
14,2,0.248027
14,4,0.237612
14,8,0.216535
14,16,0.250572
14,32,0.236619
15,1,0.117656
15,2,0.217782
15,4,0.218069
15,8,0.211443
15,16,0.202855
15,32,0.178376
16,1,0.101004
16,2,0.172685
16,4,0.170862
16,8,0.156080
16,16,0.145071
16,32,0.134084
17,1,0.082435
17,2,0.138219
17,4,0.134909
17,8,0.137727
17,16,0.136824
17,32,0.117781
18,1,0.066681
18,2,0.102791
18,4,0.098934
18,8,0.101876
18,16,0.093939
18,32,0.083583
