HashBits,Threads,Throughput (MTPS)
1,1,0.140345
1,2,0.362015
1,4,0.361649
1,8,0.328072
1,16,0.295163
1,32,0.277466
2,1,0.138056
2,2,0.342395
2,4,0.367494
2,8,0.321564
2,16,0.279642
2,32,0.286369
3,1,0.140540
3,2,0.373141
3,4,0.359607
3,8,0.328557
3,16,0.324798
3,32,0.316379
4,1,0.141901
4,2,0.379062
4,4,0.371331
4,8,0.370200
4,16,0.314361
4,32,0.295883
5,1,0.143788
5,2,0.376854
5,4,0.363786
5,8,0.361017
5,16,0.316456
5,32,0.281479
6,1,0.145990
6,2,0.376306
6,4,0.393493
6,8,0.350573
6,16,0.318548
6,32,0.294622
7,1,0.143938
7,2,0.401950
7,4,0.398640
7,8,0.370728
7,16,0.343510
7,32,0.301421
8,1,0.146481
8,2,0.376745
8,4,0.376909
8,8,0.336510
8,16,0.307436
8,32,0.270458
9,1,0.144675
9,2,0.385965
9,4,0.373074
9,8,0.337294
9,16,0.295285
9,32,0.268755
10,1,0.145369
10,2,0.381701
10,4,0.364620
10,8,0.324671
10,16,0.291599
10,32,0.275294
11,1,0.141975
11,2,0.354342
11,4,0.342900
11,8,0.289881
11,16,0.266806
11,32,0.287761
12,1,0.135857
12,2,0.326174
12,4,0.308495
12,8,0.276206
12,16,0.264172
12,32,0.265013
13,1,0.130104
13,2,0.291277
13,4,0.269022
13,8,0.227042
13,16,0.235474
13,32,0.230404
14,1,0.125269
14,2,0.261544
14,4,0.248369
14,8,0.203917
14,16,0.171042
14,32,0.138457
15,1,0.112693
15,2,0.217138
15,4,0.202119
15,8,0.185965
15,16,0.184763
15,32,0.181326
16,1,0.101715
16,2,0.172995
16,4,0.170452
16,8,0.169218
16,16,0.146247
16,32,0.129900
17,1,0.080696
17,2,0.139130
17,4,0.134178
17,8,0.121589
17,16,0.105406
17,32,0.107902
18,1,0.066278
18,2,0.102032
18,4,0.096975
18,8,0.093997
18,16,0.082720
18,32,0.086715
