HashBits,Threads,Throughput (MTPS)
1,1,0.139719
1,2,0.183943
1,4,0.182031
1,8,0.163497
1,16,0.093621
1,32,0.113378
2,1,0.138697
2,2,0.198830
2,4,0.226191
2,8,0.237001
2,16,0.177594
2,32,0.218853
3,1,0.142712
3,2,0.201738
3,4,0.256609
3,8,0.253956
3,16,0.316444
3,32,0.329810
4,1,0.145077
4,2,0.214969
4,4,0.273875
4,8,0.291277
4,16,0.389943
4,32,0.394729
5,1,0.141690
5,2,0.220012
5,4,0.331033
5,8,0.400059
5,16,0.473306
5,32,0.605729
6,1,0.145755
6,2,0.235760
6,4,0.392212
6,8,0.456645
6,16,0.604753
6,32,0.719963
7,1,0.145085
7,2,0.243234
7,4,0.378838
7,8,0.613753
7,16,0.905952
7,32,1.103227
8,1,0.148595
8,2,0.260121
8,4,0.453604
8,8,0.798073
8,16,1.073344
8,32,1.286484
9,1,0.147232
9,2,0.262000
9,4,0.454788
9,8,0.759527
9,16,1.203958
9,32,1.234487
10,1,0.145518
10,2,0.266310
10,4,0.467923
10,8,0.745329
10,16,1.050754
10,32,1.139236
11,1,0.141435
11,2,0.264915
11,4,0.444582
11,8,0.623455
11,16,0.784252
11,32,1.028545
12,1,0.136263
12,2,0.252545
12,4,0.401294
12,8,0.515902
12,16,0.640134
12,32,0.771445
13,1,0.127534
13,2,0.221792
13,4,0.314419
13,8,0.398804
13,16,0.429339
13,32,0.506459
14,1,0.124546
14,2,0.215910
14,4,0.318522
14,8,0.368159
14,16,0.371615
14,32,0.482232
15,1,0.115189
15,2,0.193629
15,4,0.276939
15,8,0.318677
15,16,0.298855
15,32,0.345161
16,1,0.097618
16,2,0.163456
16,4,0.218213
16,8,0.224294
16,16,0.219169
16,32,0.284228
17,1,0.080745
17,2,0.132573
17,4,0.159167
17,8,0.165381
17,16,0.154149
17,32,0.166779
18,1,0.065121
18,2,0.101962
18,4,0.118520
18,8,0.101895
18,16,0.109238
18,32,0.126908
