HashBits,Threads,Throughput (MTPS)
1,1,14.708694
1,2,12.002785
1,4,10.997108
1,8,12.369961
1,16,14.479533
1,32,16.295138
2,1,15.246691
2,2,12.841256
2,4,12.677163
2,8,12.802294
2,16,11.888627
2,32,16.166058
3,1,15.992579
3,2,14.813937
3,4,13.724010
3,8,12.854297
3,16,15.596001
3,32,16.089069
4,1,16.330530
4,2,13.094147
4,4,11.883400
4,8,12.139605
4,16,14.841199
4,32,16.556291
5,1,16.307893
5,2,14.194061
5,4,12.558554
5,8,13.324450
5,16,14.770612
5,32,14.646650
6,1,16.153523
6,2,13.653741
6,4,12.426528
6,8,12.197502
6,16,13.580498
6,32,15.754979
7,1,21.243149
7,2,23.583237
7,4,23.117646
7,8,26.192409
7,16,30.339806
7,32,18.675531
8,1,26.502001
8,2,23.701176
8,4,24.425393
8,8,27.007319
8,16,27.338090
8,32,16.700904
9,1,26.418683
9,2,25.914121
9,4,26.238455
9,8,18.687746
9,16,13.567969
9,32,9.826272
10,1,27.992386
10,2,27.195344
10,4,22.037110
10,8,15.173125
10,16,9.135257
10,32,5.530453
11,1,25.457600
11,2,18.495912
11,4,12.085907
11,8,7.945841
11,16,4.967241
11,32,2.806813
12,1,14.287143
12,2,10.574066
12,4,7.344948
12,8,4.652331
12,16,2.768235
12,32,1.500537
13,1,9.974366
13,2,7.010361
13,4,4.519161
13,8,2.679363
13,16,1.495940
13,32,0.781570
14,1,6.835317
14,2,4.394793
14,4,2.625154
14,8,1.458832
14,16,0.774032
14,32,0.393008
15,1,4.306929
15,2,2.592400
15,4,1.435513
15,8,0.754967
15,16,0.390782
15,32,0.203303
16,1,2.578702
16,2,1.428839
16,4,0.749639
16,8,0.385370
16,16,0.201593
16,32,0.101710
17,1,1.405942
17,2,0.743557
17,4,0.382845
17,8,0.199254
17,16,0.101505
17,32,0.051320
18,1,0.711003
18,2,0.375348
18,4,0.195331
18,8,0.100042
18,16,0.050699
18,32,0.025910
