HashBits,Threads,Throughput (MTPS)
1,1,0.139891
1,2,0.187331
1,4,0.170885
1,8,0.145675
1,16,0.172538
1,32,0.147080
2,1,0.140532
2,2,0.192750
2,4,0.214967
2,8,0.254149
2,16,0.250214
2,32,0.270521
3,1,0.144334
3,2,0.206782
3,4,0.257930
3,8,0.282435
3,16,0.361384
3,32,0.272331
4,1,0.146273
4,2,0.204038
4,4,0.234312
4,8,0.356475
4,16,0.355085
4,32,0.266849
5,1,0.143473
5,2,0.218583
5,4,0.243608
5,8,0.420543
5,16,0.463381
5,32,0.325341
6,1,0.145690
6,2,0.239632
6,4,0.372530
6,8,0.558048
6,16,0.572172
6,32,0.651224
7,1,0.142206
7,2,0.247580
7,4,0.425872
7,8,0.673722
7,16,0.734793
7,32,0.697978
8,1,0.148423
8,2,0.239698
8,4,0.426412
8,8,0.626666
8,16,0.745512
8,32,0.749329
9,1,0.148005
9,2,0.258566
9,4,0.446708
9,8,0.726531
9,16,0.748965
9,32,0.739832
10,1,0.142720
10,2,0.264639
10,4,0.457106
10,8,0.758812
10,16,0.753509
10,32,0.656928
11,1,0.142145
11,2,0.258366
11,4,0.455985
11,8,0.640829
11,16,0.686780
11,32,0.582971
12,1,0.135013
12,2,0.245974
12,4,0.372503
12,8,0.516795
12,16,0.606292
12,32,0.510627
13,1,0.129440
13,2,0.227062
13,4,0.335872
13,8,0.375263
13,16,0.471260
13,32,0.471484
14,1,0.124951
14,2,0.219292
14,4,0.291055
14,8,0.322606
14,16,0.449079
14,32,0.495281
15,1,0.114435
15,2,0.199720
15,4,0.283260
15,8,0.287184
15,16,0.385950
15,32,0.388392
16,1,0.098731
16,2,0.163821
16,4,0.220009
16,8,0.211032
16,16,0.303472
16,32,0.310984
17,1,0.080971
17,2,0.134610
17,4,0.158559
17,8,0.166349
17,16,0.229463
17,32,0.232567
18,1,0.063988
18,2,0.100720
18,4,0.121248
18,8,0.107169
18,16,0.152689
18,32,0.152151
