HashBits,Threads,Throughput (MTPS)
1,1,0.137438
1,2,0.185710
1,4,0.175515
1,8,0.160532
1,16,0.179467
1,32,0.166282
2,1,0.142938
2,2,0.197330
2,4,0.210851
2,8,0.249619
2,16,0.219766
2,32,0.245024
3,1,0.143717
3,2,0.215298
3,4,0.256921
3,8,0.228532
3,16,0.285256
3,32,0.312559
4,1,0.142672
4,2,0.203112
4,4,0.257407
4,8,0.358444
4,16,0.311905
4,32,0.276323
5,1,0.145059
5,2,0.218496
5,4,0.331497
5,8,0.455076
5,16,0.412317
5,32,0.466719
6,1,0.145566
6,2,0.230656
6,4,0.354565
6,8,0.554479
6,16,0.566823
6,32,0.705331
7,1,0.145299
7,2,0.250987
7,4,0.387611
7,8,0.694981
7,16,0.668655
7,32,0.752089
8,1,0.145719
8,2,0.254326
8,4,0.427861
8,8,0.764491
8,16,0.770290
8,32,0.779706
9,1,0.148783
9,2,0.262806
9,4,0.461452
9,8,0.782281
9,16,0.782572
9,32,0.784409
10,1,0.145981
10,2,0.265407
10,4,0.464188
10,8,0.764643
10,16,0.781647
10,32,0.771984
11,1,0.141611
11,2,0.263403
11,4,0.462260
11,8,0.717047
11,16,0.720167
11,32,0.655055
12,1,0.135322
12,2,0.251176
12,4,0.409587
12,8,0.559492
12,16,0.642558
12,32,0.601048
13,1,0.130021
13,2,0.225058
13,4,0.346031
13,8,0.381162
13,16,0.505799
13,32,0.473720
14,1,0.126228
14,2,0.218457
14,4,0.304320
14,8,0.352261
14,16,0.448404
14,32,0.423559
15,1,0.114397
15,2,0.196528
15,4,0.273445
15,8,0.290327
15,16,0.340102
15,32,0.409134
16,1,0.099443
16,2,0.169008
16,4,0.221945
16,8,0.226343
16,16,0.278137
16,32,0.298826
17,1,0.079933
17,2,0.132784
17,4,0.157538
17,8,0.151729
17,16,0.192138
17,32,0.213266
18,1,0.065741
18,2,0.100563
18,4,0.116308
18,8,0.107615
18,16,0.144209
18,32,0.146686
