HashBits,Threads,Throughput (MTPS)
1,1,17.185674
1,2,12.660151
1,4,13.870587
1,8,13.709335
1,16,14.937859
1,32,14.569614
2,1,17.495058
2,2,14.193658
2,4,14.303491
2,8,15.423530
2,16,15.891177
2,32,15.714622
3,1,16.608813
3,2,16.460634
3,4,16.409583
3,8,16.934801
3,16,17.280708
3,32,18.851207
4,1,18.713275
4,2,16.823971
4,4,16.743688
4,8,17.308524
4,16,17.888128
4,32,18.756448
5,1,19.200860
5,2,14.459016
5,4,14.870110
5,8,14.890481
5,16,15.024038
5,32,16.398550
6,1,18.628912
6,2,14.789399
6,4,15.049815
6,8,15.139358
6,16,15.595028
6,32,15.688982
7,1,18.286550
7,2,14.280002
7,4,14.824258
7,8,15.015240
7,16,14.395739
7,32,13.350422
8,1,23.216400
8,2,21.962576
8,4,23.195936
8,8,20.837675
8,16,24.314927
8,32,10.621462
9,1,18.480872
9,2,14.499058
9,4,13.422098
9,8,11.956002
9,16,9.903049
9,32,7.636269
10,1,20.285210
10,2,13.168464
10,4,12.355594
10,8,9.791922
10,16,7.280140
10,32,4.995379
11,1,16.794303
11,2,10.183092
11,4,8.507163
11,8,6.334647
11,16,4.275916
11,32,2.639936
12,1,12.957396
12,2,7.647833
12,4,5.946399
12,8,4.070435
12,16,2.542485
12,32,1.456087
13,1,9.655772
13,2,5.604690
13,4,3.967892
13,8,2.457606
13,16,1.399984
13,32,0.765794
14,1,6.926743
14,2,3.800027
14,4,2.428186
14,8,1.370075
14,16,0.745617
14,32,0.392530
15,1,4.437699
15,2,2.376234
15,4,1.377703
15,8,0.736553
15,16,0.387712
15,32,0.201087
16,1,2.597335
16,2,1.351152
16,4,0.733936
16,8,0.383685
16,16,0.199088
16,32,0.102063
17,1,1.415264
17,2,0.721827
17,4,0.381023
17,8,0.197812
17,16,0.101649
17,32,0.051770
18,1,0.719322
18,2,0.373489
18,4,0.196775
18,8,0.101135
18,16,0.051349
18,32,0.026024
