HashBits,Threads,Throughput (MTPS)
1,1,0.219619
1,2,0.392707
1,4,0.569492
1,8,0.501970
1,16,0.371115
1,32,0.301839
2,1,0.189410
2,2,0.559925
2,4,0.561190
2,8,0.474603
2,16,0.467886
2,32,0.450304
3,1,0.190575
3,2,0.541219
3,4,0.501840
3,8,0.407426
3,16,0.349441
3,32,0.302486
4,1,0.113319
4,2,0.140643
4,4,0.098442
4,8,0.071185
4,16,0.052476
4,32,0.051287
5,1,0.042183
5,2,0.056426
5,4,0.055106
5,8,0.059374
5,16,0.044219
5,32,0.051366
6,1,0.044457
6,2,0.059629
6,4,0.055975
6,8,0.061336
6,16,0.047105
6,32,0.041130
7,1,0.044015
7,2,0.063671
7,4,0.055533
7,8,0.053681
7,16,0.053693
7,32,0.050641
8,1,0.040623
8,2,0.054733
8,4,0.061884
8,8,0.060826
8,16,0.042690
8,32,0.047780
9,1,0.041303
9,2,0.063314
9,4,0.062121
9,8,0.055434
9,16,0.048770
9,32,0.041780
10,1,0.043839
10,2,0.056338
10,4,0.065906
10,8,0.053921
10,16,0.048183
10,32,0.042876
11,1,0.039738
11,2,0.055468
11,4,0.061645
11,8,0.061846
11,16,0.045721
11,32,0.043178
12,1,0.040526
12,2,0.064017
12,4,0.060423
12,8,0.043723
12,16,0.058184
12,32,0.048280
13,1,0.042530
13,2,0.063464
13,4,0.053836
13,8,0.059788
13,16,0.048401
13,32,0.041921
14,1,0.043129
14,2,0.059723
14,4,0.059610
14,8,0.056306
14,16,0.046636
14,32,0.040229
15,1,0.038616
15,2,0.063303
15,4,0.047596
15,8,0.060635
15,16,0.056089
15,32,0.039259
16,1,0.044290
16,2,0.056383
16,4,0.057866
16,8,0.064517
16,16,0.046162
16,32,0.040962
17,1,0.042371
17,2,0.064270
17,4,0.058457
17,8,0.053421
17,16,0.046070
17,32,0.042868
18,1,0.041811
18,2,0.058821
18,4,0.059342
18,8,0.057037
18,16,0.046179
18,32,0.039766
