HashBits,Threads,Throughput (MTPS)
1,1,0.181072
1,2,0.517828
1,4,0.256690
1,8,0.527887
1,16,0.433566
1,32,0.418071
2,1,0.186621
2,2,0.569928
2,4,0.578977
2,8,0.479103
2,16,0.380469
2,32,0.372015
3,1,0.188796
3,2,0.517134
3,4,0.488960
3,8,0.404469
3,16,0.190999
3,32,0.130480
4,1,0.112466
4,2,0.144157
4,4,0.103493
4,8,0.071340
4,16,0.053624
4,32,0.052530
5,1,0.042816
5,2,0.060433
5,4,0.057253
5,8,0.051838
5,16,0.042215
5,32,0.048529
6,1,0.042884
6,2,0.062015
6,4,0.060034
6,8,0.058941
6,16,0.045043
6,32,0.051549
7,1,0.043410
7,2,0.067370
7,4,0.059220
7,8,0.057671
7,16,0.047014
7,32,0.040702
8,1,0.043756
8,2,0.057386
8,4,0.064596
8,8,0.054888
8,16,0.051691
8,32,0.043456
9,1,0.043697
9,2,0.062898
9,4,0.055382
9,8,0.067190
9,16,0.046779
9,32,0.043326
10,1,0.040878
10,2,0.063793
10,4,0.057082
10,8,0.054725
10,16,0.046553
10,32,0.050928
11,1,0.041757
11,2,0.057735
11,4,0.059415
11,8,0.058008
11,16,0.043440
11,32,0.042658
12,1,0.040788
12,2,0.058020
12,4,0.061818
12,8,0.058743
12,16,0.047168
12,32,0.038507
13,1,0.043582
13,2,0.054767
13,4,0.068500
13,8,0.053550
13,16,0.040393
13,32,0.050443
14,1,0.042700
14,2,0.060346
14,4,0.059170
14,8,0.059872
14,16,0.045440
14,32,0.038826
15,1,0.044919
15,2,0.060257
15,4,0.050821
15,8,0.061997
15,16,0.047374
15,32,0.032543
16,1,0.041446
16,2,0.062856
16,4,0.058721
16,8,0.057077
16,16,0.044147
16,32,0.043274
17,1,0.044114
17,2,0.058072
17,4,0.056442
17,8,0.059138
17,16,0.048486
17,32,0.039941
18,1,0.043643
18,2,0.057958
18,4,0.052726
18,8,0.058547
18,16,0.046983
18,32,0.041154
