HashBits,Threads,Throughput (MTPS)
1,1,0.173088
1,2,0.517870
1,4,0.511075
1,8,0.438998
1,16,0.406808
1,32,0.157000
2,1,0.187645
2,2,0.585139
2,4,0.564143
2,8,0.587369
2,16,0.596586
2,32,0.444385
3,1,0.188623
3,2,0.545005
3,4,0.354768
3,8,0.474347
3,16,0.435681
3,32,0.372171
4,1,0.118112
4,2,0.138444
4,4,0.103193
4,8,0.069435
4,16,0.052800
4,32,0.049514
5,1,0.041499
5,2,0.062441
5,4,0.057172
5,8,0.052547
5,16,0.053622
5,32,0.045978
6,1,0.041229
6,2,0.066881
6,4,0.059111
6,8,0.057968
6,16,0.049628
6,32,0.048657
7,1,0.044468
7,2,0.058964
7,4,0.060524
7,8,0.059320
7,16,0.043032
7,32,0.049900
8,1,0.042825
8,2,0.063183
8,4,0.063784
8,8,0.054442
8,16,0.050168
8,32,0.043548
9,1,0.042186
9,2,0.062902
9,4,0.059993
9,8,0.055540
9,16,0.046559
9,32,0.042904
10,1,0.043358
10,2,0.054506
10,4,0.064117
10,8,0.053660
10,16,0.044314
10,32,0.049609
11,1,0.042337
11,2,0.060155
11,4,0.057295
11,8,0.062239
11,16,0.046199
11,32,0.042564
12,1,0.042559
12,2,0.064525
12,4,0.060955
12,8,0.043177
12,16,0.054677
12,32,0.033791
13,1,0.043545
13,2,0.063350
13,4,0.053434
13,8,0.054109
13,16,0.058459
13,32,0.046592
14,1,0.041580
14,2,0.067668
14,4,0.060154
14,8,0.057793
14,16,0.048351
14,32,0.047785
15,1,0.042328
15,2,0.059158
15,4,0.058679
15,8,0.058464
15,16,0.045096
15,32,0.049588
16,1,0.044039
16,2,0.054491
16,4,0.060223
16,8,0.062915
16,16,0.042069
16,32,0.045624
17,1,0.042474
17,2,0.061838
17,4,0.059098
17,8,0.056857
17,16,0.047135
17,32,0.044060
18,1,0.042803
18,2,0.058075
18,4,0.055610
18,8,0.058206
18,16,0.043256
18,32,0.039930
