HashBits,Threads,Throughput (MTPS)
1,1,0.152914
1,2,0.342193
1,4,0.634032
1,8,1.030098
1,16,1.181790
1,32,1.050280
2,1,0.177502
2,2,0.274035
2,4,0.643756
2,8,1.052324
2,16,1.054290
2,32,0.971290
3,1,0.185501
3,2,0.353947
3,4,0.575825
3,8,0.644826
3,16,0.808583
3,32,0.670459
4,1,0.115317
4,2,0.134719
4,4,0.111786
4,8,0.074395
4,16,0.072677
4,32,0.056751
5,1,0.040891
5,2,0.058242
5,4,0.051160
5,8,0.054514
5,16,0.076736
5,32,0.079658
6,1,0.044489
6,2,0.059559
6,4,0.048674
6,8,0.060396
6,16,0.074670
6,32,0.073223
7,1,0.044180
7,2,0.055263
7,4,0.054121
7,8,0.055213
7,16,0.082136
7,32,0.073976
8,1,0.042847
8,2,0.058636
8,4,0.049199
8,8,0.055252
8,16,0.074632
8,32,0.078358
9,1,0.041458
9,2,0.052903
9,4,0.049282
9,8,0.056821
9,16,0.076925
9,32,0.076785
10,1,0.042919
10,2,0.050152
10,4,0.051274
10,8,0.051793
10,16,0.077300
10,32,0.066474
11,1,0.043993
11,2,0.061205
11,4,0.048662
11,8,0.053502
11,16,0.074686
11,32,0.072294
12,1,0.041293
12,2,0.059673
12,4,0.050967
12,8,0.050283
12,16,0.077835
12,32,0.079608
13,1,0.043804
13,2,0.059136
13,4,0.048671
13,8,0.053082
13,16,0.071367
13,32,0.069263
14,1,0.043780
14,2,0.051155
14,4,0.054611
14,8,0.049253
14,16,0.059312
14,32,0.082026
15,1,0.044461
15,2,0.057685
15,4,0.052061
15,8,0.051618
15,16,0.079740
15,32,0.071290
16,1,0.042002
16,2,0.059286
16,4,0.045386
16,8,0.053414
16,16,0.072362
16,32,0.067113
17,1,0.043352
17,2,0.061470
17,4,0.048481
17,8,0.048557
17,16,0.072147
17,32,0.073284
18,1,0.041776
18,2,0.056476
18,4,0.048403
18,8,0.049042
18,16,0.069255
18,32,0.057979
