HashBits,Threads,Throughput (MTPS)
1,1,0.187920
1,2,0.358342
1,4,0.616739
1,8,0.896805
1,16,1.052292
1,32,0.956160
2,1,0.173916
2,2,0.334096
2,4,0.612327
2,8,0.991190
2,16,0.993920
2,32,0.768324
3,1,0.178113
3,2,0.331187
3,4,0.560615
3,8,0.619456
3,16,0.494593
3,32,0.288048
4,1,0.099880
4,2,0.112894
4,4,0.112983
4,8,0.074266
4,16,0.066349
4,32,0.057174
5,1,0.039677
5,2,0.056296
5,4,0.049639
5,8,0.051233
5,16,0.074821
5,32,0.074231
6,1,0.042054
6,2,0.057221
6,4,0.046250
6,8,0.049719
6,16,0.073168
6,32,0.061037
7,1,0.043568
7,2,0.059601
7,4,0.050111
7,8,0.053270
7,16,0.081451
7,32,0.079741
8,1,0.045011
8,2,0.043712
8,4,0.046820
8,8,0.048270
8,16,0.066479
8,32,0.076761
9,1,0.043682
9,2,0.058484
9,4,0.047164
9,8,0.051440
9,16,0.072996
9,32,0.070608
10,1,0.040553
10,2,0.054553
10,4,0.051462
10,8,0.051914
10,16,0.074095
10,32,0.073767
11,1,0.043277
11,2,0.061371
11,4,0.047781
11,8,0.051919
11,16,0.071970
11,32,0.074381
12,1,0.043412
12,2,0.054160
12,4,0.047190
12,8,0.047335
12,16,0.072186
12,32,0.055579
13,1,0.043236
13,2,0.060910
13,4,0.047128
13,8,0.048842
13,16,0.076089
13,32,0.075242
14,1,0.041265
14,2,0.055887
14,4,0.051552
14,8,0.051251
14,16,0.079719
14,32,0.078252
15,1,0.044213
15,2,0.054634
15,4,0.047556
15,8,0.053772
15,16,0.070459
15,32,0.066697
16,1,0.043466
16,2,0.062323
16,4,0.054643
16,8,0.050296
16,16,0.071139
16,32,0.067712
17,1,0.041286
17,2,0.055410
17,4,0.051426
17,8,0.049884
17,16,0.069451
17,32,0.072127
18,1,0.043405
18,2,0.047916
18,4,0.046456
18,8,0.049389
18,16,0.063719
18,32,0.055491
