HashBits,Threads,Throughput (MTPS)
1,1,0.161581
1,2,0.286400
1,4,0.529806
1,8,0.805853
1,16,0.876760
1,32,1.186281
2,1,0.169474
2,2,0.330265
2,4,0.576868
2,8,0.904468
2,16,0.894502
2,32,0.900509
3,1,0.172250
3,2,0.187172
3,4,0.525727
3,8,0.612466
3,16,0.519927
3,32,0.601604
4,1,0.103837
4,2,0.126566
4,4,0.100596
4,8,0.062286
4,16,0.051031
4,32,0.045034
5,1,0.036339
5,2,0.051010
5,4,0.048386
5,8,0.044490
5,16,0.047008
5,32,0.055996
6,1,0.042671
6,2,0.045684
6,4,0.046383
6,8,0.043683
6,16,0.045194
6,32,0.060676
7,1,0.042401
7,2,0.045974
7,4,0.045278
7,8,0.044722
7,16,0.042126
7,32,0.058406
8,1,0.038064
8,2,0.048511
8,4,0.045525
8,8,0.052975
8,16,0.050638
8,32,0.059663
9,1,0.040257
9,2,0.054090
9,4,0.047033
9,8,0.049333
9,16,0.044413
9,32,0.060921
10,1,0.037621
10,2,0.059713
10,4,0.050433
10,8,0.049383
10,16,0.044546
10,32,0.051232
11,1,0.037227
11,2,0.048724
11,4,0.043263
11,8,0.047819
11,16,0.039591
11,32,0.062398
12,1,0.041211
12,2,0.051815
12,4,0.049178
12,8,0.046135
12,16,0.042655
12,32,0.063584
13,1,0.038124
13,2,0.048067
13,4,0.045324
13,8,0.044805
13,16,0.038808
13,32,0.067888
14,1,0.042908
14,2,0.048481
14,4,0.054844
14,8,0.046758
14,16,0.048862
14,32,0.063848
15,1,0.038471
15,2,0.055204
15,4,0.047397
15,8,0.044339
15,16,0.043597
15,32,0.057854
16,1,0.036343
16,2,0.057358
16,4,0.048644
16,8,0.046918
16,16,0.046664
16,32,0.055625
17,1,0.040655
17,2,0.040054
17,4,0.043852
17,8,0.044137
17,16,0.046482
17,32,0.049262
18,1,0.038501
18,2,0.046344
18,4,0.043085
18,8,0.050067
18,16,0.043314
18,32,0.045240
