HashBits,Threads,Throughput (MTPS)
1,1,0.175468
1,2,0.332505
1,4,0.595688
1,8,0.861584
1,16,1.033788
1,32,1.298350
2,1,0.176042
2,2,0.321359
2,4,0.596624
2,8,0.931283
2,16,0.184485
2,32,1.235296
3,1,0.185041
3,2,0.339603
3,4,0.550540
3,8,0.627379
3,16,0.524533
3,32,0.587633
4,1,0.096403
4,2,0.125200
4,4,0.095915
4,8,0.063433
4,16,0.050958
4,32,0.046198
5,1,0.037895
5,2,0.049851
5,4,0.042373
5,8,0.044165
5,16,0.045441
5,32,0.043896
6,1,0.042673
6,2,0.057877
6,4,0.041675
6,8,0.045573
6,16,0.046490
6,32,0.059295
7,1,0.038530
7,2,0.048678
7,4,0.043208
7,8,0.046300
7,16,0.044429
7,32,0.060473
8,1,0.040203
8,2,0.051263
8,4,0.050243
8,8,0.046774
8,16,0.048234
8,32,0.060311
9,1,0.036576
9,2,0.048626
9,4,0.053275
9,8,0.045966
9,16,0.038574
9,32,0.058848
10,1,0.038957
10,2,0.049661
10,4,0.052293
10,8,0.049299
10,16,0.046830
10,32,0.060064
11,1,0.038356
11,2,0.050777
11,4,0.046151
11,8,0.045158
11,16,0.044148
11,32,0.056759
12,1,0.037857
12,2,0.046905
12,4,0.050958
12,8,0.047574
12,16,0.045703
12,32,0.046577
13,1,0.041000
13,2,0.053838
13,4,0.045061
13,8,0.049741
13,16,0.045310
13,32,0.055348
14,1,0.038317
14,2,0.048779
14,4,0.044909
14,8,0.048169
14,16,0.043609
14,32,0.058550
15,1,0.036945
15,2,0.050710
15,4,0.045133
15,8,0.047623
15,16,0.043958
15,32,0.044137
16,1,0.039684
16,2,0.056856
16,4,0.044200
16,8,0.046136
16,16,0.044520
16,32,0.044382
17,1,0.037237
17,2,0.050917
17,4,0.046283
17,8,0.050330
17,16,0.044303
17,32,0.055113
18,1,0.040995
18,2,0.049392
18,4,0.043077
18,8,0.045963
18,16,0.042160
18,32,0.044267
