HashBits,Threads,Throughput (MTPS)
1,1,0.135072
1,2,0.095727
1,4,0.110812
1,8,0.102670
1,16,0.062016
1,32,0.058027
2,1,0.135664
2,2,0.116796
2,4,0.176023
2,8,0.142479
2,16,0.113786
2,32,0.092736
3,1,0.136979
3,2,0.199927
3,4,0.162642
3,8,0.188468
3,16,0.200536
3,32,0.147353
4,1,0.138030
4,2,0.211566
4,4,0.191912
4,8,0.198027
4,16,0.266970
4,32,0.307668
5,1,0.136174
5,2,0.215189
5,4,0.226029
5,8,0.291031
5,16,0.351896
5,32,0.312257
6,1,0.138341
6,2,0.174791
6,4,0.281206
6,8,0.368941
6,16,0.348795
6,32,0.532390
7,1,0.141965
7,2,0.239484
7,4,0.347596
7,8,0.499221
7,16,0.429223
7,32,0.671385
8,1,0.144194
8,2,0.236516
8,4,0.349235
8,8,0.403097
8,16,0.819268
8,32,0.778089
9,1,0.141818
9,2,0.248642
9,4,0.395480
9,8,0.627446
9,16,0.848307
9,32,0.754776
10,1,0.141349
10,2,0.207495
10,4,0.369423
10,8,0.598596
10,16,0.784384
10,32,0.778664
11,1,0.138498
11,2,0.203014
11,4,0.379109
11,8,0.516467
11,16,0.615517
11,32,0.642829
12,1,0.131798
12,2,0.244687
12,4,0.322161
12,8,0.444657
12,16,0.488873
12,32,0.484092
13,1,0.125689
13,2,0.178312
13,4,0.281035
13,8,0.335960
13,16,0.402876
13,32,0.343857
14,1,0.120453
14,2,0.170254
14,4,0.261427
14,8,0.298067
14,16,0.359202
14,32,0.313813
15,1,0.109955
15,2,0.192286
15,4,0.233883
15,8,0.251032
15,16,0.274745
15,32,0.249615
16,1,0.086628
16,2,0.160668
16,4,0.174122
16,8,0.192392
16,16,0.193419
16,32,0.186358
17,1,0.071279
17,2,0.122616
17,4,0.151669
17,8,0.147478
17,16,0.152860
17,32,0.141540
18,1,0.060770
18,2,0.091073
18,4,0.114511
18,8,0.096382
18,16,0.098835
18,32,0.095039
