HashBits,Threads,Throughput (MTPS)
1,1,0.171554
1,2,0.280216
1,4,0.477170
1,8,0.747970
1,16,1.004852
1,32,0.995878
2,1,0.177164
2,2,0.341888
2,4,0.609585
2,8,0.922659
2,16,0.966998
2,32,0.889519
3,1,0.181991
3,2,0.344636
3,4,0.582013
3,8,0.692132
3,16,0.545373
3,32,0.468137
4,1,0.108348
4,2,0.131270
4,4,0.102407
4,8,0.068618
4,16,0.056690
4,32,0.052314
5,1,0.039273
5,2,0.051786
5,4,0.044894
5,8,0.048340
5,16,0.069698
5,32,0.048747
6,1,0.039314
6,2,0.051663
6,4,0.044533
6,8,0.049645
6,16,0.065383
6,32,0.062311
7,1,0.039435
7,2,0.051842
7,4,0.046031
7,8,0.050436
7,16,0.067573
7,32,0.064470
8,1,0.040909
8,2,0.055112
8,4,0.049967
8,8,0.051703
8,16,0.071578
8,32,0.064522
9,1,0.039113
9,2,0.045790
9,4,0.044402
9,8,0.048718
9,16,0.070384
9,32,0.046220
10,1,0.041193
10,2,0.054665
10,4,0.044380
10,8,0.051025
10,16,0.072212
10,32,0.073618
11,1,0.036728
11,2,0.055342
11,4,0.050185
11,8,0.052369
11,16,0.063024
11,32,0.071012
12,1,0.040536
12,2,0.049473
12,4,0.053292
12,8,0.049554
12,16,0.067863
12,32,0.056744
13,1,0.039609
13,2,0.049500
13,4,0.045497
13,8,0.050932
13,16,0.072106
13,32,0.073151
14,1,0.039131
14,2,0.055521
14,4,0.052917
14,8,0.051576
14,16,0.070776
14,32,0.065950
15,1,0.040712
15,2,0.052643
15,4,0.050567
15,8,0.047294
15,16,0.060275
15,32,0.073196
16,1,0.038500
16,2,0.052710
16,4,0.051288
16,8,0.051684
16,16,0.067129
16,32,0.069817
17,1,0.041905
17,2,0.048812
17,4,0.053520
17,8,0.048969
17,16,0.065010
17,32,0.062392
18,1,0.039067
18,2,0.053988
18,4,0.049080
18,8,0.049290
18,16,0.060911
18,32,0.057714
