HashBits,Threads,Throughput (MTPS)
1,1,0.136761
1,2,0.180051
1,4,0.107476
1,8,0.105031
1,16,0.063765
1,32,0.066568
2,1,0.137461
2,2,0.126992
2,4,0.154767
2,8,0.157645
2,16,0.099894
2,32,0.126465
3,1,0.134704
3,2,0.198865
3,4,0.158051
3,8,0.167835
3,16,0.196464
3,32,0.177087
4,1,0.139117
4,2,0.128968
4,4,0.153916
4,8,0.197339
4,16,0.256045
4,32,0.204987
5,1,0.139510
5,2,0.153531
5,4,0.226905
5,8,0.280512
5,16,0.288615
5,32,0.298263
6,1,0.130099
6,2,0.198135
6,4,0.286837
6,8,0.414485
6,16,0.414125
6,32,0.482344
7,1,0.131855
7,2,0.164941
7,4,0.253615
7,8,0.460173
7,16,0.650567
7,32,0.715676
8,1,0.142114
8,2,0.238064
8,4,0.378631
8,8,0.567548
8,16,0.756676
8,32,0.641149
9,1,0.143404
9,2,0.232352
9,4,0.378755
9,8,0.604127
9,16,0.920041
9,32,0.930690
10,1,0.126516
10,2,0.212875
10,4,0.386796
10,8,0.598257
10,16,0.844902
10,32,0.849847
11,1,0.135725
11,2,0.255681
11,4,0.389829
11,8,0.539461
11,16,0.623443
11,32,0.732575
12,1,0.127912
12,2,0.232648
12,4,0.400436
12,8,0.474289
12,16,0.496594
12,32,0.554472
13,1,0.126678
13,2,0.223444
13,4,0.301610
13,8,0.348688
13,16,0.420282
13,32,0.435424
14,1,0.119304
14,2,0.170001
14,4,0.259284
14,8,0.313086
14,16,0.346230
14,32,0.388519
15,1,0.104016
15,2,0.152365
15,4,0.240278
15,8,0.266427
15,16,0.280592
15,32,0.324814
16,1,0.089388
16,2,0.150114
16,4,0.199894
16,8,0.208632
16,16,0.209326
16,32,0.262349
17,1,0.073038
17,2,0.129467
17,4,0.140395
17,8,0.143243
17,16,0.151889
17,32,0.145975
18,1,0.059628
18,2,0.097379
18,4,0.113098
18,8,0.112005
18,16,0.100466
18,32,0.099007
