HashBits,Threads,Throughput (MTPS)
1,1,11.245684
1,2,1.886113
1,4,0.877518
1,8,0.355211
1,16,0.147011
1,32,0.062231
2,1,11.681834
2,2,2.132564
2,4,1.072927
2,8,0.411003
2,16,0.200297
2,32,0.096046
3,1,11.945148
3,2,2.327454
3,4,1.174149
3,8,0.518954
3,16,0.252205
3,32,0.126015
4,1,11.824384
4,2,2.130570
4,4,1.243169
4,8,0.654108
4,16,0.334011
4,32,0.207121
5,1,12.028918
5,2,2.916353
5,4,1.517372
5,8,0.831918
5,16,0.481670
5,32,0.256358
6,1,10.879499
6,2,3.401245
6,4,2.069566
6,8,1.316008
6,16,0.696657
6,32,0.376427
7,1,11.742740
7,2,3.935056
7,4,2.648979
7,8,1.627464
7,16,0.899106
7,32,0.538685
8,1,10.861183
8,2,6.181769
8,4,3.222106
8,8,2.253409
8,16,1.364413
8,32,0.893972
9,1,11.363249
9,2,5.127942
9,4,4.014968
9,8,3.082130
9,16,2.018151
9,32,1.363025
10,1,11.364024
10,2,5.227993
10,4,4.513858
10,8,3.845104
10,16,2.668617
10,32,1.832233
11,1,11.093608
11,2,7.044287
11,4,4.605642
11,8,3.976886
11,16,3.296337
11,32,2.081100
12,1,10.287748
12,2,5.013160
12,4,4.342879
12,8,3.901175
12,16,3.534068
12,32,2.282032
13,1,9.770587
13,2,4.794898
13,4,4.382832
13,8,3.981510
13,16,3.608897
13,32,2.382081
14,1,7.861079
14,2,4.665028
14,4,4.385253
14,8,4.001120
14,16,3.788970
14,32,2.424619
15,1,8.114380
15,2,4.404995
15,4,4.153048
15,8,3.822688
15,16,3.642045
15,32,2.350452
16,1,6.894602
16,2,4.183505
16,4,3.940514
16,8,3.715014
16,16,3.523931
16,32,2.254700
17,1,5.369992
17,2,3.662856
17,4,3.525260
17,8,3.355198
17,16,3.153679
17,32,2.011283
18,1,4.026429
18,2,3.063322
18,4,2.942604
18,8,2.719246
18,16,2.529264
18,32,1.546066
