HashBits,Threads,Throughput (MTPS)
1,1,0.142288
1,2,0.177441
1,4,0.159303
1,8,0.142746
1,16,0.161155
1,32,0.165736
2,1,0.165011
2,2,0.185604
2,4,0.162043
2,8,0.167997
2,16,0.172583
2,32,0.171104
3,1,0.189759
3,2,0.189533
3,4,0.157514
3,8,0.146768
3,16,0.164556
3,32,0.162895
4,1,0.108926
4,2,0.086798
4,4,0.060864
4,8,0.051252
4,16,0.043872
4,32,0.049006
5,1,0.039127
5,2,0.041624
5,4,0.036642
5,8,0.031493
5,16,0.027604
5,32,0.025007
6,1,0.039627
6,2,0.040236
6,4,0.034966
6,8,0.031930
6,16,0.032167
6,32,0.027800
7,1,0.041592
7,2,0.041622
7,4,0.036111
7,8,0.034082
7,16,0.030049
7,32,0.026247
8,1,0.041457
8,2,0.041056
8,4,0.034601
8,8,0.032206
8,16,0.031554
8,32,0.024100
9,1,0.038204
9,2,0.039812
9,4,0.035214
9,8,0.034152
9,16,0.031154
9,32,0.024050
10,1,0.040258
10,2,0.040715
10,4,0.037564
10,8,0.034789
10,16,0.031915
10,32,0.026420
11,1,0.038834
11,2,0.039948
11,4,0.037694
11,8,0.030950
11,16,0.030152
11,32,0.026951
12,1,0.040334
12,2,0.041346
12,4,0.036549
12,8,0.033634
12,16,0.029567
12,32,0.025384
13,1,0.041369
13,2,0.038246
13,4,0.036169
13,8,0.033089
13,16,0.027826
13,32,0.025621
14,1,0.039769
14,2,0.040233
14,4,0.036439
14,8,0.033009
14,16,0.031594
14,32,0.028473
15,1,0.040136
15,2,0.040805
15,4,0.035552
15,8,0.032933
15,16,0.027911
15,32,0.024736
16,1,0.039356
16,2,0.040291
16,4,0.037238
16,8,0.030505
16,16,0.029079
16,32,0.024743
17,1,0.042257
17,2,0.040420
17,4,0.035866
17,8,0.032491
17,16,0.030074
17,32,0.024229
18,1,0.042588
18,2,0.039570
18,4,0.035631
18,8,0.033507
18,16,0.027990
18,32,0.021002
