HashBits,Threads,Throughput (MTPS)
1,1,0.146400
1,2,0.180501
1,4,0.160388
1,8,0.145350
1,16,0.135357
1,32,0.146167
2,1,0.178339
2,2,0.161613
2,4,0.161754
2,8,0.158126
2,16,0.149610
2,32,0.143371
3,1,0.188390
3,2,0.182687
3,4,0.154376
3,8,0.117160
3,16,0.110105
3,32,0.077499
4,1,0.113233
4,2,0.086302
4,4,0.062046
4,8,0.048435
4,16,0.042230
4,32,0.040805
5,1,0.040363
5,2,0.039784
5,4,0.035502
5,8,0.033798
5,16,0.033143
5,32,0.025679
6,1,0.043328
6,2,0.038236
6,4,0.038158
6,8,0.028995
6,16,0.028939
6,32,0.026678
7,1,0.039739
7,2,0.041017
7,4,0.034939
7,8,0.032456
7,16,0.030696
7,32,0.026456
8,1,0.042539
8,2,0.039558
8,4,0.034276
8,8,0.033335
8,16,0.028311
8,32,0.026173
9,1,0.039295
9,2,0.038635
9,4,0.036736
9,8,0.031978
9,16,0.029668
9,32,0.026116
10,1,0.041825
10,2,0.041430
10,4,0.035816
10,8,0.033356
10,16,0.033325
10,32,0.025699
11,1,0.039881
11,2,0.038670
11,4,0.036198
11,8,0.032138
11,16,0.029611
11,32,0.024374
12,1,0.041714
12,2,0.040964
12,4,0.034816
12,8,0.032343
12,16,0.029092
12,32,0.025802
13,1,0.043829
13,2,0.036705
13,4,0.036455
13,8,0.032006
13,16,0.030399
13,32,0.024783
14,1,0.044421
14,2,0.038919
14,4,0.037393
14,8,0.031323
14,16,0.030998
14,32,0.026143
15,1,0.039820
15,2,0.038965
15,4,0.038166
15,8,0.032330
15,16,0.027932
15,32,0.026431
16,1,0.039020
16,2,0.040902
16,4,0.037740
16,8,0.030472
16,16,0.029672
16,32,0.023510
17,1,0.041372
17,2,0.040046
17,4,0.034814
17,8,0.032246
17,16,0.030485
17,32,0.023570
18,1,0.039079
18,2,0.038910
18,4,0.035742
18,8,0.033493
18,16,0.029556
18,32,0.021513
