HashBits,Threads,Throughput (MTPS)
1,1,0.176701
1,2,0.186051
1,4,0.164750
1,8,0.163739
1,16,0.162173
1,32,0.157873
2,1,0.189612
2,2,0.191331
2,4,0.161181
2,8,0.156834
2,16,0.146448
2,32,0.150657
3,1,0.188892
3,2,0.187662
3,4,0.154773
3,8,0.140904
3,16,0.118387
3,32,0.110284
4,1,0.111429
4,2,0.084642
4,4,0.061496
4,8,0.051687
4,16,0.043398
4,32,0.043032
5,1,0.040348
5,2,0.039671
5,4,0.035465
5,8,0.032285
5,16,0.031044
5,32,0.026096
6,1,0.040600
6,2,0.041529
6,4,0.035802
6,8,0.032374
6,16,0.031356
6,32,0.024459
7,1,0.040549
7,2,0.039057
7,4,0.036504
7,8,0.032329
7,16,0.029855
7,32,0.026385
8,1,0.039577
8,2,0.039639
8,4,0.037531
8,8,0.030407
8,16,0.030151
8,32,0.025317
9,1,0.039524
9,2,0.041743
9,4,0.036906
9,8,0.034046
9,16,0.030254
9,32,0.023834
10,1,0.036945
10,2,0.041393
10,4,0.038067
10,8,0.031429
10,16,0.027570
10,32,0.026534
11,1,0.039242
11,2,0.042236
11,4,0.037035
11,8,0.034558
11,16,0.029393
11,32,0.025554
12,1,0.039901
12,2,0.040700
12,4,0.037139
12,8,0.032465
12,16,0.028688
12,32,0.024667
13,1,0.040335
13,2,0.042016
13,4,0.036764
13,8,0.034424
13,16,0.030446
13,32,0.023552
14,1,0.038997
14,2,0.039567
14,4,0.038447
14,8,0.030679
14,16,0.027849
14,32,0.024117
15,1,0.037042
15,2,0.041081
15,4,0.038113
15,8,0.031148
15,16,0.028022
15,32,0.025244
16,1,0.042406
16,2,0.041221
16,4,0.035432
16,8,0.032623
16,16,0.029220
16,32,0.025256
17,1,0.039648
17,2,0.039998
17,4,0.035762
17,8,0.031770
17,16,0.028343
17,32,0.024988
18,1,0.040836
18,2,0.038412
18,4,0.034822
18,8,0.029958
18,16,0.028203
18,32,0.022481
