HashBits,Threads,Throughput (MTPS)
1,1,0.168307
1,2,0.351639
1,4,0.649504
1,8,1.010572
1,16,1.137400
1,32,0.855184
2,1,0.189721
2,2,0.359723
2,4,0.636615
2,8,1.033820
2,16,1.030304
2,32,1.751165
3,1,0.183194
3,2,0.350356
3,4,0.590074
3,8,0.687484
3,16,0.640196
3,32,0.609744
4,1,0.108480
4,2,0.136896
4,4,0.119126
4,8,0.077867
4,16,0.058820
4,32,0.055266
5,1,0.040647
5,2,0.052184
5,4,0.055714
5,8,0.048190
5,16,0.047895
5,32,0.063809
6,1,0.039772
6,2,0.051847
6,4,0.054191
6,8,0.047600
6,16,0.050740
6,32,0.061231
7,1,0.041293
7,2,0.060524
7,4,0.039733
7,8,0.053224
7,16,0.051512
7,32,0.062970
8,1,0.043092
8,2,0.052049
8,4,0.050040
8,8,0.055362
8,16,0.047199
8,32,0.061752
9,1,0.043972
9,2,0.050344
9,4,0.051222
9,8,0.057027
9,16,0.046163
9,32,0.062311
10,1,0.040887
10,2,0.060407
10,4,0.060155
10,8,0.046670
10,16,0.048138
10,32,0.065401
11,1,0.040190
11,2,0.062953
11,4,0.054757
11,8,0.054346
11,16,0.046007
11,32,0.059420
12,1,0.040418
12,2,0.054673
12,4,0.054092
12,8,0.050311
12,16,0.045916
12,32,0.060630
13,1,0.041407
13,2,0.061617
13,4,0.055322
13,8,0.048214
13,16,0.046319
13,32,0.065065
14,1,0.041841
14,2,0.048427
14,4,0.049197
14,8,0.052505
14,16,0.046943
14,32,0.059286
15,1,0.040838
15,2,0.049251
15,4,0.049713
15,8,0.048938
15,16,0.042008
15,32,0.066532
16,1,0.042082
16,2,0.053184
16,4,0.054649
16,8,0.049872
16,16,0.043730
16,32,0.047002
17,1,0.044034
17,2,0.048376
17,4,0.056055
17,8,0.052772
17,16,0.046073
17,32,0.059797
18,1,0.042715
18,2,0.058578
18,4,0.053935
18,8,0.053253
18,16,0.044464
18,32,0.055636
