HashBits,Threads,Throughput (MTPS)
1,1,0.164870
1,2,0.325162
1,4,0.582149
1,8,0.980962
1,16,1.215182
1,32,1.850413
2,1,0.183852
2,2,0.356028
2,4,0.654281
2,8,0.977323
2,16,1.172673
2,32,1.697604
3,1,0.188385
3,2,0.356508
3,4,0.619625
3,8,0.682099
3,16,0.593844
3,32,0.587525
4,1,0.110712
4,2,0.135941
4,4,0.118328
4,8,0.077574
4,16,0.058823
4,32,0.052322
5,1,0.041525
5,2,0.051065
5,4,0.057069
5,8,0.045755
5,16,0.046629
5,32,0.062849
6,1,0.039119
6,2,0.063125
6,4,0.047190
6,8,0.047136
6,16,0.048572
6,32,0.051971
7,1,0.041665
7,2,0.056176
7,4,0.057527
7,8,0.047840
7,16,0.047863
7,32,0.052850
8,1,0.041661
8,2,0.059581
8,4,0.051040
8,8,0.055726
8,16,0.045885
8,32,0.047910
9,1,0.043527
9,2,0.061894
9,4,0.047448
9,8,0.050317
9,16,0.048332
9,32,0.064529
10,1,0.044741
10,2,0.047375
10,4,0.062383
10,8,0.054259
10,16,0.045361
10,32,0.041851
11,1,0.044435
11,2,0.049574
11,4,0.051960
11,8,0.057713
11,16,0.046174
11,32,0.062372
12,1,0.036470
12,2,0.060223
12,4,0.036989
12,8,0.046786
12,16,0.050179
12,32,0.069848
13,1,0.041855
13,2,0.060420
13,4,0.049796
13,8,0.050423
13,16,0.045104
13,32,0.045348
14,1,0.042207
14,2,0.058728
14,4,0.057736
14,8,0.052784
14,16,0.047349
14,32,0.061488
15,1,0.037848
15,2,0.058278
15,4,0.052409
15,8,0.057558
15,16,0.047363
15,32,0.059942
16,1,0.041505
16,2,0.061732
16,4,0.047758
16,8,0.050404
16,16,0.046304
16,32,0.058055
17,1,0.042184
17,2,0.056466
17,4,0.052878
17,8,0.054266
17,16,0.045212
17,32,0.060536
18,1,0.040638
18,2,0.058613
18,4,0.050053
18,8,0.052535
18,16,0.043117
18,32,0.042885
