HashBits,Threads,Throughput (MTPS)
1,1,0.167638
1,2,0.357881
1,4,0.588345
1,8,1.049372
1,16,1.330394
1,32,1.860917
2,1,0.183366
2,2,0.349131
2,4,0.649322
2,8,1.071555
2,16,1.081454
2,32,1.769656
3,1,0.187077
3,2,0.349889
3,4,0.556582
3,8,0.637033
3,16,0.578864
3,32,0.596960
4,1,0.107389
4,2,0.131376
4,4,0.115893
4,8,0.084134
4,16,0.059192
4,32,0.053802
5,1,0.040925
5,2,0.056575
5,4,0.044656
5,8,0.052593
5,16,0.049425
5,32,0.072504
6,1,0.042434
6,2,0.052445
6,4,0.053617
6,8,0.050633
6,16,0.047142
6,32,0.060122
7,1,0.042381
7,2,0.051951
7,4,0.053748
7,8,0.059150
7,16,0.046004
7,32,0.044837
8,1,0.045568
8,2,0.053765
8,4,0.051435
8,8,0.057285
8,16,0.050056
8,32,0.070546
9,1,0.041986
9,2,0.056232
9,4,0.051720
9,8,0.053307
9,16,0.041895
9,32,0.067082
10,1,0.044311
10,2,0.056281
10,4,0.054000
10,8,0.049288
10,16,0.049088
10,32,0.066574
11,1,0.042174
11,2,0.058560
11,4,0.053431
11,8,0.048942
11,16,0.046141
11,32,0.069030
12,1,0.043093
12,2,0.061677
12,4,0.059366
12,8,0.048986
12,16,0.047214
12,32,0.061501
13,1,0.042413
13,2,0.060964
13,4,0.053152
13,8,0.056938
13,16,0.046495
13,32,0.065444
14,1,0.040738
14,2,0.057163
14,4,0.049626
14,8,0.053518
14,16,0.045228
14,32,0.047448
15,1,0.043317
15,2,0.051813
15,4,0.052933
15,8,0.049516
15,16,0.049013
15,32,0.069164
16,1,0.041457
16,2,0.055991
16,4,0.055729
16,8,0.053927
16,16,0.044397
16,32,0.063058
17,1,0.043253
17,2,0.053294
17,4,0.051162
17,8,0.055683
17,16,0.046865
17,32,0.056557
18,1,0.042673
18,2,0.057681
18,4,0.054859
18,8,0.045205
18,16,0.046302
18,32,0.051615
