HashBits,Threads,Throughput (MTPS)
1,1,0.161509
1,2,0.309864
1,4,0.565320
1,8,0.946230
1,16,0.799603
1,32,1.512452
2,1,0.175462
2,2,0.340059
2,4,0.614732
2,8,0.951347
2,16,0.949071
2,32,1.125341
3,1,0.157744
3,2,0.302780
3,4,0.556765
3,8,0.693019
3,16,0.570877
3,32,0.602060
4,1,0.110040
4,2,0.142556
4,4,0.113022
4,8,0.074039
4,16,0.060379
4,32,0.058649
5,1,0.039229
5,2,0.052442
5,4,0.045066
5,8,0.049432
5,16,0.052556
5,32,0.083435
6,1,0.041210
6,2,0.052072
6,4,0.051716
6,8,0.062690
6,16,0.049498
6,32,0.064096
7,1,0.042017
7,2,0.050880
7,4,0.062970
7,8,0.052456
7,16,0.045955
7,32,0.042006
8,1,0.041477
8,2,0.058982
8,4,0.057432
8,8,0.051925
8,16,0.051414
8,32,0.083278
9,1,0.042282
9,2,0.062371
9,4,0.050931
9,8,0.057487
9,16,0.048043
9,32,0.063364
10,1,0.041263
10,2,0.052311
10,4,0.057718
10,8,0.053506
10,16,0.047829
10,32,0.064136
11,1,0.041958
11,2,0.052986
11,4,0.051290
11,8,0.051420
11,16,0.045846
11,32,0.046784
12,1,0.043991
12,2,0.059063
12,4,0.052050
12,8,0.052030
12,16,0.047462
12,32,0.059597
13,1,0.043567
13,2,0.045127
13,4,0.052127
13,8,0.051743
13,16,0.041524
13,32,0.068540
14,1,0.043981
14,2,0.060173
14,4,0.054468
14,8,0.050712
14,16,0.048446
14,32,0.053317
15,1,0.040742
15,2,0.055300
15,4,0.053358
15,8,0.049890
15,16,0.045385
15,32,0.066027
16,1,0.041345
16,2,0.056688
16,4,0.051179
16,8,0.051846
16,16,0.048238
16,32,0.066043
17,1,0.041098
17,2,0.057990
17,4,0.055008
17,8,0.055259
17,16,0.045473
17,32,0.059136
18,1,0.041043
18,2,0.058756
18,4,0.050388
18,8,0.050111
18,16,0.046591
18,32,0.050682
