HashBits,Threads,Throughput (MTPS)
1,1,0.107984
1,2,0.173595
1,4,0.159863
1,8,0.157663
1,16,0.141812
1,32,0.161768
2,1,0.187355
2,2,0.181793
2,4,0.159014
2,8,0.163664
2,16,0.112507
2,32,0.115984
3,1,0.189110
3,2,0.185242
3,4,0.156402
3,8,0.133950
3,16,0.115881
3,32,0.115475
4,1,0.111779
4,2,0.083716
4,4,0.060655
4,8,0.049082
4,16,0.041667
4,32,0.027419
5,1,0.040221
5,2,0.039751
5,4,0.035007
5,8,0.033849
5,16,0.032313
5,32,0.026769
6,1,0.040038
6,2,0.039976
6,4,0.036507
6,8,0.032969
6,16,0.028480
6,32,0.025945
7,1,0.040722
7,2,0.040689
7,4,0.036024
7,8,0.033716
7,16,0.033852
7,32,0.027598
8,1,0.041217
8,2,0.038527
8,4,0.036139
8,8,0.032611
8,16,0.030713
8,32,0.026398
9,1,0.039708
9,2,0.041584
9,4,0.037929
9,8,0.030145
9,16,0.027559
9,32,0.027576
10,1,0.039305
10,2,0.039359
10,4,0.036645
10,8,0.032520
10,16,0.029507
10,32,0.026340
11,1,0.040345
11,2,0.040389
11,4,0.036532
11,8,0.032214
11,16,0.033632
11,32,0.027685
12,1,0.038734
12,2,0.039765
12,4,0.038007
12,8,0.032537
12,16,0.030917
12,32,0.024838
13,1,0.041405
13,2,0.041435
13,4,0.036227
13,8,0.030756
13,16,0.028843
13,32,0.025943
14,1,0.040148
14,2,0.040650
14,4,0.037171
14,8,0.034435
14,16,0.029164
14,32,0.025356
15,1,0.042773
15,2,0.040342
15,4,0.035105
15,8,0.034704
15,16,0.031256
15,32,0.024030
16,1,0.040221
16,2,0.040264
16,4,0.035857
16,8,0.031214
16,16,0.028317
16,32,0.024526
17,1,0.039136
17,2,0.041498
17,4,0.037825
17,8,0.031560
17,16,0.028531
17,32,0.023723
18,1,0.041648
18,2,0.040010
18,4,0.034401
18,8,0.034543
18,16,0.028202
18,32,0.022310
