HashBits,Threads,Throughput (MTPS)
1,1,0.142365
1,2,0.178383
1,4,0.155283
1,8,0.143950
1,16,0.152855
1,32,0.151358
2,1,0.172998
2,2,0.176370
2,4,0.165741
2,8,0.144863
2,16,0.104326
2,32,0.097939
3,1,0.187103
3,2,0.182280
3,4,0.156514
3,8,0.122443
3,16,0.105445
3,32,0.127056
4,1,0.110733
4,2,0.086653
4,4,0.061289
4,8,0.049066
4,16,0.043971
4,32,0.049734
5,1,0.040536
5,2,0.039534
5,4,0.035287
5,8,0.033056
5,16,0.030520
5,32,0.028639
6,1,0.039694
6,2,0.040965
6,4,0.034654
6,8,0.035010
6,16,0.031415
6,32,0.024380
7,1,0.040145
7,2,0.039177
7,4,0.038473
7,8,0.033123
7,16,0.027722
7,32,0.026306
8,1,0.040750
8,2,0.039935
8,4,0.035224
8,8,0.034127
8,16,0.029979
8,32,0.028324
9,1,0.040900
9,2,0.040384
9,4,0.037329
9,8,0.030994
9,16,0.028301
9,32,0.028610
10,1,0.040173
10,2,0.038391
10,4,0.035406
10,8,0.034251
10,16,0.031827
10,32,0.024181
11,1,0.036890
11,2,0.041155
11,4,0.036637
11,8,0.031721
11,16,0.029927
11,32,0.026463
12,1,0.039961
12,2,0.039100
12,4,0.034511
12,8,0.034890
12,16,0.028530
12,32,0.024920
13,1,0.040865
13,2,0.040829
13,4,0.037494
13,8,0.033815
13,16,0.029385
13,32,0.025701
14,1,0.040052
14,2,0.041900
14,4,0.036232
14,8,0.032573
14,16,0.028743
14,32,0.026734
15,1,0.039679
15,2,0.038573
15,4,0.037280
15,8,0.032551
15,16,0.027555
15,32,0.024796
16,1,0.040590
16,2,0.039397
16,4,0.035779
16,8,0.032333
16,16,0.029670
16,32,0.022902
17,1,0.042137
17,2,0.041447
17,4,0.035601
17,8,0.030498
17,16,0.027942
17,32,0.023569
18,1,0.040805
18,2,0.040810
18,4,0.037847
18,8,0.030940
18,16,0.027201
18,32,0.021375
