HashBits,Threads,Throughput (MTPS)
1,1,0.144783
1,2,0.179923
1,4,0.161461
1,8,0.144565
1,16,0.141099
1,32,0.087842
2,1,0.179021
2,2,0.160436
2,4,0.158537
2,8,0.144153
2,16,0.178414
2,32,0.152614
3,1,0.187507
3,2,0.184187
3,4,0.158418
3,8,0.152054
3,16,0.130654
3,32,0.117414
4,1,0.110921
4,2,0.085709
4,4,0.060351
4,8,0.042998
4,16,0.041672
4,32,0.046365
5,1,0.039367
5,2,0.041160
5,4,0.035271
5,8,0.029614
5,16,0.030510
5,32,0.026674
6,1,0.039205
6,2,0.040706
6,4,0.036546
6,8,0.032283
6,16,0.027716
6,32,0.025431
7,1,0.039729
7,2,0.040501
7,4,0.038507
7,8,0.031668
7,16,0.028404
7,32,0.025405
8,1,0.042617
8,2,0.038810
8,4,0.036143
8,8,0.032658
8,16,0.030809
8,32,0.025290
9,1,0.038856
9,2,0.040795
9,4,0.037026
9,8,0.031825
9,16,0.027756
9,32,0.025043
10,1,0.039414
10,2,0.040910
10,4,0.039441
10,8,0.031944
10,16,0.028072
10,32,0.026241
11,1,0.040063
11,2,0.039927
11,4,0.036250
11,8,0.031489
11,16,0.031566
11,32,0.024841
12,1,0.040049
12,2,0.041786
12,4,0.035417
12,8,0.032835
12,16,0.029379
12,32,0.026836
13,1,0.039675
13,2,0.041050
13,4,0.036841
13,8,0.030818
13,16,0.030817
13,32,0.026362
14,1,0.039231
14,2,0.040834
14,4,0.036342
14,8,0.030438
14,16,0.029707
14,32,0.024892
15,1,0.039886
15,2,0.040688
15,4,0.038470
15,8,0.031605
15,16,0.028522
15,32,0.025393
16,1,0.040350
16,2,0.039230
16,4,0.034561
16,8,0.034119
16,16,0.031312
16,32,0.022841
17,1,0.037964
17,2,0.039656
17,4,0.035332
17,8,0.031163
17,16,0.028548
17,32,0.025237
18,1,0.040516
18,2,0.037020
18,4,0.036038
18,8,0.033640
18,16,0.027656
18,32,0.023710
