HashBits,Threads,Throughput (MTPS)
1,1,15.206813
1,2,12.161751
1,4,11.081069
1,8,12.732852
1,16,14.726890
1,32,16.159266
2,1,15.452129
2,2,13.958487
2,4,12.348576
2,8,12.892579
2,16,15.999488
2,32,17.024174
3,1,15.521684
3,2,14.855530
3,4,13.401951
3,8,13.982689
3,16,14.534884
3,32,16.221916
4,1,19.416345
4,2,13.457139
4,4,13.177314
4,8,13.767657
4,16,15.165072
4,32,16.993797
5,1,19.349471
5,2,14.505157
5,4,12.994776
5,8,13.684009
5,16,14.119109
5,32,16.778523
6,1,16.738643
6,2,13.802432
6,4,12.817884
6,8,13.870780
6,16,14.374632
6,32,17.646021
7,1,16.322800
7,2,13.476726
7,4,12.061708
7,8,14.560492
7,16,14.440850
7,32,15.202882
8,1,20.802563
8,2,29.182596
8,4,25.544089
8,8,21.867483
8,16,12.270390
8,32,10.704690
9,1,16.722128
9,2,15.335306
9,4,13.054319
9,8,12.195271
9,16,10.545409
9,32,8.173273
10,1,17.349063
10,2,14.780437
10,4,13.793294
10,8,11.300840
10,16,8.286789
10,32,5.475672
11,1,15.158405
11,2,11.876061
11,4,9.428003
11,8,6.855090
11,16,4.633233
11,32,2.776559
12,1,12.002497
12,2,9.242144
12,4,6.762651
12,8,4.436498
12,16,2.680311
12,32,1.496081
13,1,9.331318
13,2,6.706188
13,4,4.232804
13,8,2.610339
13,16,1.480777
13,32,0.785953
14,1,6.692141
14,2,4.358837
14,4,2.603767
14,8,1.446592
14,16,0.771905
14,32,0.401160
15,1,4.238905
15,2,2.557407
15,4,1.425352
15,8,0.754426
15,16,0.392395
15,32,0.201712
16,1,2.578822
16,2,1.427794
16,4,0.748843
16,8,0.386104
16,16,0.199739
16,32,0.102708
17,1,1.404747
17,2,0.742589
17,4,0.383766
17,8,0.198034
17,16,0.101633
17,32,0.051864
18,1,0.718411
18,2,0.377024
18,4,0.196964
18,8,0.101012
18,16,0.051568
18,32,0.026117
