HashBits,Threads,Throughput (MTPS)
1,1,0.140752
1,2,0.139033
1,4,0.132731
1,8,0.127406
1,16,0.130478
1,32,0.129090
2,1,0.141631
2,2,0.135774
2,4,0.130656
2,8,0.128766
2,16,0.128680
2,32,0.129037
3,1,0.139784
3,2,0.135805
3,4,0.135231
3,8,0.132156
3,16,0.130187
3,32,0.126462
4,1,0.141505
4,2,0.136621
4,4,0.132240
4,8,0.132155
4,16,0.133096
4,32,0.132365
5,1,0.147349
5,2,0.135896
5,4,0.131514
5,8,0.130754
5,16,0.128519
5,32,0.132309
6,1,0.148985
6,2,0.144118
6,4,0.136839
6,8,0.134254
6,16,0.137584
6,32,0.135215
7,1,0.145333
7,2,0.143966
7,4,0.136601
7,8,0.135690
7,16,0.134849
7,32,0.135290
8,1,0.145909
8,2,0.137636
8,4,0.132164
8,8,0.130172
8,16,0.133519
8,32,0.129957
9,1,0.144865
9,2,0.138504
9,4,0.129283
9,8,0.132878
9,16,0.134328
9,32,0.133965
10,1,0.142259
10,2,0.141309
10,4,0.133321
10,8,0.130914
10,16,0.133518
10,32,0.131895
11,1,0.141630
11,2,0.138312
11,4,0.130781
11,8,0.129062
11,16,0.129208
11,32,0.129358
12,1,0.135582
12,2,0.132555
12,4,0.120021
12,8,0.122604
12,16,0.124157
12,32,0.122689
13,1,0.130403
13,2,0.127032
13,4,0.114910
13,8,0.114739
13,16,0.115611
13,32,0.118342
14,1,0.123805
14,2,0.120985
14,4,0.109878
14,8,0.111245
14,16,0.112047
14,32,0.109367
15,1,0.115183
15,2,0.112064
15,4,0.102938
15,8,0.102614
15,16,0.102995
15,32,0.102012
16,1,0.099652
16,2,0.098410
16,4,0.090876
16,8,0.092037
16,16,0.089386
16,32,0.091045
17,1,0.082582
17,2,0.080319
17,4,0.076125
17,8,0.075832
17,16,0.075127
17,32,0.073219
18,1,0.064906
18,2,0.063543
18,4,0.059609
18,8,0.059835
18,16,0.060414
18,32,0.060446
