HashBits,Threads,Throughput (MTPS)
1,1,0.139098
1,2,0.138753
1,4,0.133527
1,8,0.132151
1,16,0.132849
1,32,0.134900
2,1,0.141484
2,2,0.141442
2,4,0.136569
2,8,0.131473
2,16,0.132056
2,32,0.132073
3,1,0.140458
3,2,0.135321
3,4,0.132194
3,8,0.129167
3,16,0.130208
3,32,0.131681
4,1,0.141051
4,2,0.135356
4,4,0.131005
4,8,0.129721
4,16,0.131126
4,32,0.131021
5,1,0.142880
5,2,0.143924
5,4,0.131755
5,8,0.130416
5,16,0.134413
5,32,0.129896
6,1,0.143753
6,2,0.142352
6,4,0.132560
6,8,0.131069
6,16,0.130010
6,32,0.136110
7,1,0.145884
7,2,0.140265
7,4,0.136588
7,8,0.132440
7,16,0.133680
7,32,0.131942
8,1,0.147580
8,2,0.141421
8,4,0.133998
8,8,0.131383
8,16,0.133526
8,32,0.130942
9,1,0.144779
9,2,0.143018
9,4,0.130542
9,8,0.132168
9,16,0.134838
9,32,0.129872
10,1,0.142744
10,2,0.142554
10,4,0.134298
10,8,0.134169
10,16,0.133823
10,32,0.132152
11,1,0.142114
11,2,0.139550
11,4,0.129870
11,8,0.128771
11,16,0.129538
11,32,0.128870
12,1,0.136418
12,2,0.131949
12,4,0.123071
12,8,0.121558
12,16,0.122574
12,32,0.123627
13,1,0.129755
13,2,0.127673
13,4,0.112353
13,8,0.117738
13,16,0.115236
13,32,0.114776
14,1,0.124842
14,2,0.121461
14,4,0.112583
14,8,0.113728
14,16,0.109414
14,32,0.111881
15,1,0.116066
15,2,0.112911
15,4,0.103610
15,8,0.103429
15,16,0.102064
15,32,0.102575
16,1,0.097372
16,2,0.097055
16,4,0.091095
16,8,0.090179
16,16,0.089033
16,32,0.091940
17,1,0.081980
17,2,0.080528
17,4,0.075667
17,8,0.075141
17,16,0.073562
17,32,0.075621
18,1,0.064476
18,2,0.063659
18,4,0.060784
18,8,0.060448
18,16,0.060287
18,32,0.060645
