HashBits,Threads,Throughput (MTPS)
1,1,11.156481
1,2,1.977582
1,4,0.908951
1,8,0.368012
1,16,0.156406
1,32,0.146340
2,1,11.699464
2,2,2.074551
2,4,1.091623
2,8,0.416707
2,16,0.211065
2,32,0.202759
3,1,11.841607
3,2,2.055587
3,4,1.557722
3,8,0.541757
3,16,0.249484
3,32,0.241384
4,1,11.703709
4,2,2.273668
4,4,1.205065
4,8,0.622886
4,16,0.322867
4,32,0.382819
5,1,12.358953
5,2,2.429195
5,4,1.437777
5,8,0.818556
5,16,0.480683
5,32,0.490501
6,1,11.656370
6,2,3.148932
6,4,1.907178
6,8,1.237535
6,16,0.648787
6,32,0.672259
7,1,11.645511
7,2,3.648849
7,4,2.582938
7,8,1.568256
7,16,0.837116
7,32,0.887189
8,1,10.908694
8,2,4.426600
8,4,3.242563
8,8,2.239406
8,16,1.310857
8,32,1.574454
9,1,11.455016
9,2,5.060165
9,4,4.043263
9,8,3.069255
9,16,2.043469
9,32,2.293021
10,1,12.025880
10,2,5.400910
10,4,4.516406
10,8,3.784324
10,16,2.531408
10,32,3.102642
11,1,11.742189
11,2,5.276599
11,4,4.514713
11,8,3.956745
11,16,3.259474
11,32,3.587985
12,1,10.178013
12,2,4.950127
12,4,4.287190
12,8,3.901328
12,16,3.352319
12,32,3.877307
13,1,9.657917
13,2,4.869853
13,4,4.327524
13,8,3.919663
13,16,3.650861
13,32,3.925309
14,1,9.035464
14,2,4.707566
14,4,4.247746
14,8,3.921230
14,16,3.739073
14,32,3.948979
15,1,7.988752
15,2,4.401912
15,4,4.119889
15,8,3.821491
15,16,3.653916
15,32,3.849115
16,1,6.824308
16,2,4.208205
16,4,3.953898
16,8,3.691535
16,16,3.429097
16,32,3.793339
17,1,5.304590
17,2,3.662896
17,4,3.495452
17,8,3.262302
17,16,3.152118
17,32,3.271780
18,1,3.934576
18,2,3.047433
18,4,2.930042
18,8,2.792664
18,16,2.428640
18,32,2.818045
