HashBits,Threads,Throughput (MTPS)
1,1,0.151020
1,2,0.318015
1,4,0.434009
1,8,0.806467
1,16,0.908748
1,32,0.991574
2,1,0.171812
2,2,0.326425
2,4,0.623896
2,8,0.930518
2,16,0.979767
2,32,0.976082
3,1,0.107073
3,2,0.315964
3,4,0.555961
3,8,0.625538
3,16,0.481400
3,32,0.416110
4,1,0.110068
4,2,0.123634
4,4,0.099991
4,8,0.065191
4,16,0.052705
4,32,0.042476
5,1,0.036554
5,2,0.051905
5,4,0.044309
5,8,0.052595
5,16,0.046242
5,32,0.043342
6,1,0.038826
6,2,0.056796
6,4,0.043815
6,8,0.045839
6,16,0.046934
6,32,0.044139
7,1,0.037960
7,2,0.049532
7,4,0.049934
7,8,0.045662
7,16,0.046943
7,32,0.041098
8,1,0.037211
8,2,0.051483
8,4,0.046801
8,8,0.046672
8,16,0.044083
8,32,0.044405
9,1,0.038867
9,2,0.046656
9,4,0.052598
9,8,0.047163
9,16,0.043696
9,32,0.036979
10,1,0.039881
10,2,0.053361
10,4,0.053355
10,8,0.048012
10,16,0.044580
10,32,0.042356
11,1,0.038256
11,2,0.052887
11,4,0.051133
11,8,0.045763
11,16,0.046796
11,32,0.040903
12,1,0.039617
12,2,0.053445
12,4,0.048906
12,8,0.044767
12,16,0.043380
12,32,0.046347
13,1,0.039975
13,2,0.050836
13,4,0.055137
13,8,0.045870
13,16,0.043489
13,32,0.037070
14,1,0.040704
14,2,0.045366
14,4,0.044185
14,8,0.047461
14,16,0.044403
14,32,0.042598
15,1,0.038611
15,2,0.054322
15,4,0.045304
15,8,0.045069
15,16,0.045630
15,32,0.041808
16,1,0.037587
16,2,0.043442
16,4,0.046094
16,8,0.044381
16,16,0.044212
16,32,0.043510
17,1,0.037230
17,2,0.049360
17,4,0.047443
17,8,0.046641
17,16,0.045064
17,32,0.038496
18,1,0.038255
18,2,0.055617
18,4,0.049971
18,8,0.046705
18,16,0.043338
18,32,0.034105
