HashBits,Threads,Throughput (MTPS)
1,1,0.155661
1,2,0.290814
1,4,0.494822
1,8,0.892416
1,16,0.964076
1,32,1.445190
2,1,0.168374
2,2,0.325127
2,4,0.564357
2,8,0.874912
2,16,0.874330
2,32,0.812276
3,1,0.110061
3,2,0.344802
3,4,0.546914
3,8,0.621796
3,16,0.510997
3,32,0.521488
4,1,0.098446
4,2,0.127874
4,4,0.095807
4,8,0.061825
4,16,0.052436
4,32,0.043568
5,1,0.037124
5,2,0.049582
5,4,0.045736
5,8,0.046408
5,16,0.042920
5,32,0.061799
6,1,0.038024
6,2,0.054227
6,4,0.050237
6,8,0.050277
6,16,0.031129
6,32,0.043885
7,1,0.040850
7,2,0.047622
7,4,0.044781
7,8,0.053304
7,16,0.046722
7,32,0.057071
8,1,0.039007
8,2,0.046640
8,4,0.044820
8,8,0.045275
8,16,0.045479
8,32,0.041007
9,1,0.041589
9,2,0.060892
9,4,0.039501
9,8,0.043505
9,16,0.039138
9,32,0.065563
10,1,0.038005
10,2,0.053563
10,4,0.048986
10,8,0.047206
10,16,0.042282
10,32,0.041865
11,1,0.041881
11,2,0.044506
11,4,0.050939
11,8,0.043177
11,16,0.044735
11,32,0.051955
12,1,0.038993
12,2,0.048963
12,4,0.047616
12,8,0.047630
12,16,0.047425
12,32,0.060760
13,1,0.037921
13,2,0.054872
13,4,0.047651
13,8,0.047426
13,16,0.042889
13,32,0.057570
14,1,0.038705
14,2,0.052412
14,4,0.046326
14,8,0.043800
14,16,0.045228
14,32,0.047452
15,1,0.038763
15,2,0.050686
15,4,0.056310
15,8,0.043762
15,16,0.035275
15,32,0.057027
16,1,0.040741
16,2,0.047829
16,4,0.042296
16,8,0.049346
16,16,0.047664
16,32,0.054307
17,1,0.036750
17,2,0.048753
17,4,0.043133
17,8,0.043414
17,16,0.041766
17,32,0.049904
18,1,0.036698
18,2,0.054039
18,4,0.044594
18,8,0.045833
18,16,0.042040
18,32,0.035379
