HashBits,Threads,Throughput (MTPS)
1,1,0.132482
1,2,0.183335
1,4,0.166308
1,8,0.074525
1,16,0.095185
1,32,0.078833
2,1,0.136383
2,2,0.188362
2,4,0.128510
2,8,0.129637
2,16,0.116901
2,32,0.137294
3,1,0.138423
3,2,0.164139
3,4,0.160726
3,8,0.169982
3,16,0.161713
3,32,0.180685
4,1,0.135242
4,2,0.193798
4,4,0.164618
4,8,0.189918
4,16,0.156554
4,32,0.224620
5,1,0.130999
5,2,0.164074
5,4,0.251031
5,8,0.224135
5,16,0.312714
5,32,0.204133
6,1,0.135054
6,2,0.153281
6,4,0.264528
6,8,0.316965
6,16,0.381528
6,32,0.247776
7,1,0.138222
7,2,0.232062
7,4,0.315202
7,8,0.420167
7,16,0.528327
7,32,0.440561
8,1,0.144994
8,2,0.249574
8,4,0.370032
8,8,0.556631
8,16,0.558335
8,32,0.506281
9,1,0.144606
9,2,0.212938
9,4,0.368003
9,8,0.610302
9,16,0.605557
9,32,0.586924
10,1,0.135043
10,2,0.208232
10,4,0.390368
10,8,0.606925
10,16,0.599651
10,32,0.521009
11,1,0.135139
11,2,0.204201
11,4,0.387801
11,8,0.589109
11,16,0.542409
11,32,0.485680
12,1,0.132450
12,2,0.190369
12,4,0.330368
12,8,0.461792
12,16,0.445550
12,32,0.496089
13,1,0.125919
13,2,0.181595
13,4,0.302834
13,8,0.402025
13,16,0.432505
13,32,0.450588
14,1,0.122617
14,2,0.186734
14,4,0.277339
14,8,0.360863
14,16,0.365604
14,32,0.350918
15,1,0.110842
15,2,0.169939
15,4,0.233781
15,8,0.264631
15,16,0.317382
15,32,0.307897
16,1,0.093739
16,2,0.136991
16,4,0.195637
16,8,0.189773
16,16,0.255595
16,32,0.234470
17,1,0.077741
17,2,0.118631
17,4,0.147969
17,8,0.155222
17,16,0.200156
17,32,0.200251
18,1,0.057309
18,2,0.086829
18,4,0.104173
18,8,0.102822
18,16,0.130274
18,32,0.141255
