HashBits,Threads,Throughput (MTPS)
1,1,11.409273
1,2,2.781231
1,4,1.314427
1,8,0.527255
1,16,0.532766
1,32,0.513200
2,1,11.773987
2,2,3.373398
2,4,1.495289
2,8,0.700525
2,16,0.689181
2,32,0.664473
3,1,11.975618
3,2,3.075882
3,4,1.632826
3,8,0.776988
3,16,0.791203
3,32,0.728340
4,1,11.926627
4,2,3.540926
4,4,1.795551
4,8,0.952854
4,16,0.991203
4,32,1.056472
5,1,12.030075
5,2,4.186325
5,4,2.102939
5,8,1.221598
5,16,1.331464
5,32,1.282050
6,1,11.691394
6,2,4.575612
6,4,2.593018
6,8,1.663014
6,16,1.842038
6,32,1.794494
7,1,11.830539
7,2,5.174082
7,4,3.460351
7,8,2.034534
7,16,2.364351
7,32,2.254075
8,1,12.050516
8,2,6.683107
8,4,4.385003
8,8,3.201701
8,16,3.273237
8,32,3.402900
9,1,13.642937
9,2,7.371696
9,4,5.264682
9,8,4.226436
9,16,4.198135
9,32,5.006283
10,1,13.776761
10,2,8.051724
10,4,6.457404
10,8,5.464959
10,16,5.193375
10,32,5.563809
11,1,12.686813
11,2,7.460738
11,4,6.026783
11,8,5.219397
11,16,5.669738
11,32,6.051034
12,1,11.104942
12,2,7.022620
12,4,5.800027
12,8,5.276655
12,16,5.906605
12,32,6.161771
13,1,9.577260
13,2,6.810505
13,4,5.704702
13,8,5.424670
13,16,6.087835
13,32,6.219950
14,1,8.898143
14,2,6.652165
14,4,5.725377
14,8,5.393045
14,16,5.941171
14,32,6.093028
15,1,8.217872
15,2,6.836859
15,4,5.786535
15,8,5.315304
15,16,5.773172
15,32,5.901620
16,1,6.891656
16,2,6.307159
16,4,5.476871
16,8,5.084349
16,16,5.411138
16,32,5.669352
17,1,5.367687
17,2,5.147528
17,4,4.849049
17,8,4.600303
17,16,4.851496
17,32,5.062804
18,1,4.019519
18,2,4.000720
18,4,3.872052
18,8,3.712752
18,16,3.957277
18,32,3.989325
