HashBits,Threads,Throughput (MTPS)
1,1,0.133323
1,2,0.167404
1,4,0.136277
1,8,0.090577
1,16,0.082887
1,32,0.099318
2,1,0.137025
2,2,0.167430
2,4,0.211244
2,8,0.145480
2,16,0.137082
2,32,0.130268
3,1,0.135120
3,2,0.104805
3,4,0.152188
3,8,0.149320
3,16,0.168814
3,32,0.191201
4,1,0.135324
4,2,0.133008
4,4,0.135727
4,8,0.141369
4,16,0.166012
4,32,0.204635
5,1,0.135329
5,2,0.197460
5,4,0.203700
5,8,0.280283
5,16,0.227132
5,32,0.267435
6,1,0.132111
6,2,0.219958
6,4,0.231519
6,8,0.370102
6,16,0.311463
6,32,0.301291
7,1,0.143227
7,2,0.232720
7,4,0.254589
7,8,0.316995
7,16,0.522988
7,32,0.474940
8,1,0.141135
8,2,0.194311
8,4,0.352430
8,8,0.551930
8,16,0.487233
8,32,0.515500
9,1,0.138193
9,2,0.241385
9,4,0.383852
9,8,0.625102
9,16,0.613982
9,32,0.574054
10,1,0.143398
10,2,0.265047
10,4,0.394285
10,8,0.618118
10,16,0.608647
10,32,0.556226
11,1,0.139653
11,2,0.232219
11,4,0.371365
11,8,0.571902
11,16,0.557430
11,32,0.480114
12,1,0.132714
12,2,0.228600
12,4,0.348135
12,8,0.488646
12,16,0.482948
12,32,0.401606
13,1,0.126755
13,2,0.227924
13,4,0.340972
13,8,0.355404
13,16,0.374821
13,32,0.406321
14,1,0.114071
14,2,0.214632
14,4,0.284230
14,8,0.333906
14,16,0.392527
14,32,0.377636
15,1,0.105024
15,2,0.193194
15,4,0.225566
15,8,0.267544
15,16,0.327035
15,32,0.303250
16,1,0.091656
16,2,0.161904
16,4,0.207276
16,8,0.211784
16,16,0.269729
16,32,0.235683
17,1,0.078457
17,2,0.128943
17,4,0.150460
17,8,0.147325
17,16,0.174400
17,32,0.186416
18,1,0.060600
18,2,0.089051
18,4,0.109631
18,8,0.109009
18,16,0.123565
18,32,0.122434
