HashBits,Threads,Throughput (MTPS)
1,1,0.134547
1,2,0.141345
1,4,0.122450
1,8,0.083393
1,16,0.104395
1,32,0.103643
2,1,0.139060
2,2,0.185558
2,4,0.149670
2,8,0.146055
2,16,0.144822
2,32,0.141488
3,1,0.139908
3,2,0.198786
3,4,0.166244
3,8,0.153113
3,16,0.174456
3,32,0.159923
4,1,0.141405
4,2,0.211214
4,4,0.172810
4,8,0.207996
4,16,0.175732
4,32,0.186121
5,1,0.139605
5,2,0.203436
5,4,0.223602
5,8,0.151042
5,16,0.264000
5,32,0.198613
6,1,0.132336
6,2,0.214815
6,4,0.311653
6,8,0.381550
6,16,0.280679
6,32,0.353881
7,1,0.143707
7,2,0.246022
7,4,0.348082
7,8,0.491369
7,16,0.451894
7,32,0.476356
8,1,0.145218
8,2,0.209957
8,4,0.351689
8,8,0.570553
8,16,0.626090
8,32,0.578465
9,1,0.143352
9,2,0.253610
9,4,0.399221
9,8,0.590387
9,16,0.616373
9,32,0.588433
10,1,0.141697
10,2,0.234939
10,4,0.390975
10,8,0.626997
10,16,0.596590
10,32,0.552827
11,1,0.136962
11,2,0.258995
11,4,0.364259
11,8,0.586431
11,16,0.558778
11,32,0.497650
12,1,0.134449
12,2,0.199663
12,4,0.338173
12,8,0.423514
12,16,0.490710
12,32,0.430522
13,1,0.127128
13,2,0.182011
13,4,0.291488
13,8,0.376245
13,16,0.394668
13,32,0.409213
14,1,0.115918
14,2,0.214280
14,4,0.253554
14,8,0.334154
14,16,0.389806
14,32,0.359151
15,1,0.112944
15,2,0.195858
15,4,0.224094
15,8,0.298944
15,16,0.320998
15,32,0.336599
16,1,0.090348
16,2,0.162234
16,4,0.197912
16,8,0.195781
16,16,0.236175
16,32,0.245244
17,1,0.075358
17,2,0.133073
17,4,0.175625
17,8,0.149833
17,16,0.182888
17,32,0.205395
18,1,0.062695
18,2,0.095738
18,4,0.108661
18,8,0.105164
18,16,0.138815
18,32,0.141350
