HashBits,Threads,Throughput (MTPS)
1,1,0.171062
1,2,0.356381
1,4,0.624689
1,8,1.013163
1,16,1.068137
1,32,2.279485
2,1,0.164133
2,2,0.352438
2,4,0.649491
2,8,1.037068
2,16,1.127546
2,32,1.785518
3,1,0.184858
3,2,0.344095
3,4,0.585770
3,8,0.634931
3,16,0.576139
3,32,0.655700
4,1,0.106718
4,2,0.132513
4,4,0.119810
4,8,0.075880
4,16,0.058504
4,32,0.053079
5,1,0.040351
5,2,0.057314
5,4,0.046408
5,8,0.051467
5,16,0.041687
5,32,0.070185
6,1,0.041141
6,2,0.052001
6,4,0.049156
6,8,0.054514
6,16,0.045823
6,32,0.065062
7,1,0.041985
7,2,0.057718
7,4,0.052796
7,8,0.048772
7,16,0.049649
7,32,0.066630
8,1,0.042809
8,2,0.061730
8,4,0.052282
8,8,0.050399
8,16,0.052723
8,32,0.074042
9,1,0.042373
9,2,0.063495
9,4,0.053169
9,8,0.058511
9,16,0.046718
9,32,0.049433
10,1,0.044230
10,2,0.061217
10,4,0.046664
10,8,0.051565
10,16,0.048229
10,32,0.068324
11,1,0.044297
11,2,0.047058
11,4,0.054100
11,8,0.049479
11,16,0.040755
11,32,0.071046
12,1,0.045255
12,2,0.055636
12,4,0.051556
12,8,0.047715
12,16,0.050159
12,32,0.064733
13,1,0.042498
13,2,0.062729
13,4,0.047573
13,8,0.050773
13,16,0.040132
13,32,0.068036
14,1,0.044110
14,2,0.057099
14,4,0.051159
14,8,0.055828
14,16,0.047708
14,32,0.063451
15,1,0.041899
15,2,0.052101
15,4,0.053428
15,8,0.053380
15,16,0.051050
15,32,0.079689
16,1,0.043804
16,2,0.052481
16,4,0.048310
16,8,0.052475
16,16,0.041695
16,32,0.068773
17,1,0.045023
17,2,0.053127
17,4,0.056726
17,8,0.054474
17,16,0.045018
17,32,0.050952
18,1,0.041790
18,2,0.060523
18,4,0.051205
18,8,0.049729
18,16,0.043613
18,32,0.039889
