HashBits,Threads,Throughput (MTPS)
1,1,0.160235
1,2,0.326764
1,4,0.618004
1,8,1.006475
1,16,0.961956
1,32,1.596825
2,1,0.184910
2,2,0.346388
2,4,0.639062
2,8,0.983977
2,16,1.064907
2,32,1.569706
3,1,0.183623
3,2,0.348523
3,4,0.572671
3,8,0.637576
3,16,0.579692
3,32,0.582053
4,1,0.112534
4,2,0.135572
4,4,0.111905
4,8,0.072187
4,16,0.060352
4,32,0.053043
5,1,0.040769
5,2,0.057729
5,4,0.048457
5,8,0.053306
5,16,0.045089
5,32,0.069029
6,1,0.043750
6,2,0.056568
6,4,0.050864
6,8,0.053983
6,16,0.046531
6,32,0.050771
7,1,0.045358
7,2,0.061088
7,4,0.051836
7,8,0.054945
7,16,0.045947
7,32,0.044807
8,1,0.042304
8,2,0.055381
8,4,0.053109
8,8,0.055745
8,16,0.051354
8,32,0.075092
9,1,0.042167
9,2,0.061289
9,4,0.057316
9,8,0.057002
9,16,0.046604
9,32,0.061960
10,1,0.041766
10,2,0.058222
10,4,0.049779
10,8,0.050114
10,16,0.044834
10,32,0.061838
11,1,0.043488
11,2,0.062087
11,4,0.048523
11,8,0.047090
11,16,0.050269
11,32,0.045832
12,1,0.039905
12,2,0.058052
12,4,0.053469
12,8,0.054149
12,16,0.047023
12,32,0.065157
13,1,0.043283
13,2,0.060987
13,4,0.047422
13,8,0.052144
13,16,0.048305
13,32,0.046122
14,1,0.039037
14,2,0.056590
14,4,0.052681
14,8,0.050779
14,16,0.042959
14,32,0.054521
15,1,0.040924
15,2,0.059514
15,4,0.051476
15,8,0.050225
15,16,0.050598
15,32,0.064116
16,1,0.043246
16,2,0.056692
16,4,0.054033
16,8,0.049775
16,16,0.046649
16,32,0.058844
17,1,0.042059
17,2,0.054624
17,4,0.062191
17,8,0.047791
17,16,0.046317
17,32,0.054497
18,1,0.041661
18,2,0.059130
18,4,0.048846
18,8,0.047953
18,16,0.045673
18,32,0.051666
