HashBits,Threads,Throughput (MTPS)
1,1,12.301636
1,2,2.312978
1,4,2.147158
1,8,2.160392
1,16,2.063294
1,32,2.009788
2,1,11.771492
2,2,3.554936
2,4,5.783590
2,8,3.288489
2,16,3.217938
2,32,3.175934
3,1,11.986671
3,2,4.527509
3,4,6.638167
3,8,4.415947
3,16,4.572996
3,32,4.458851
4,1,11.889617
4,2,5.491880
4,4,7.247375
4,8,5.668999
4,16,5.518033
4,32,5.339598
5,1,12.046016
5,2,6.828689
5,4,7.300709
5,8,6.330556
5,16,6.240172
5,32,5.912542
6,1,11.763875
6,2,7.552813
6,4,7.511116
6,8,7.242231
6,16,7.028296
6,32,6.858193
7,1,11.920088
7,2,8.880364
7,4,8.394896
7,8,8.243955
7,16,7.942686
7,32,7.432126
8,1,13.746082
8,2,11.629800
8,4,11.436937
8,8,11.731994
8,16,8.485219
8,32,8.441454
9,1,13.765383
9,2,11.681834
9,4,11.807351
9,8,11.892162
9,16,9.305528
9,32,12.632324
10,1,13.941557
10,2,11.675832
10,4,11.771769
10,8,11.894001
10,16,10.380335
10,32,10.624057
11,1,12.733987
11,2,10.081661
11,4,10.064817
11,8,10.211897
11,16,9.279106
11,32,9.709398
12,1,11.119265
12,2,7.981993
12,4,8.258593
12,8,7.995139
12,16,8.146175
12,32,8.621879
13,1,10.262936
13,2,6.816540
13,4,6.734233
13,8,6.883876
13,16,6.973258
13,32,6.937555
14,1,9.385441
14,2,5.981183
14,4,6.030345
14,8,6.068808
14,16,6.009218
14,32,6.331598
15,1,8.339518
15,2,5.302030
15,4,5.384827
15,8,5.408651
15,16,5.376575
15,32,5.477591
16,1,7.123420
16,2,4.463090
16,4,4.512086
16,8,4.481853
16,16,4.468934
16,32,4.562460
17,1,5.479782
17,2,3.395897
17,4,3.505009
17,8,3.422536
17,16,3.435635
17,32,3.468729
18,1,4.088893
18,2,2.686930
18,4,2.731300
18,8,2.683490
18,16,2.676552
18,32,2.737993
