HashBits,Threads,Throughput (MTPS)
1,1,0.170700
1,2,0.338950
1,4,0.499221
1,8,0.798302
1,16,1.059116
1,32,0.974265
2,1,0.166092
2,2,0.333808
2,4,0.588507
2,8,0.915264
2,16,0.979377
2,32,0.772964
3,1,0.172228
3,2,0.166299
3,4,0.551897
3,8,0.625590
3,16,0.773225
3,32,0.620558
4,1,0.106725
4,2,0.129661
4,4,0.100346
4,8,0.062607
4,16,0.058089
4,32,0.052711
5,1,0.038299
5,2,0.053376
5,4,0.040668
5,8,0.044495
5,16,0.075277
5,32,0.068064
6,1,0.039112
6,2,0.054138
6,4,0.047110
6,8,0.043719
6,16,0.069867
6,32,0.064352
7,1,0.043254
7,2,0.047452
7,4,0.055410
7,8,0.041242
7,16,0.060243
7,32,0.070492
8,1,0.039242
8,2,0.054442
8,4,0.049261
8,8,0.048148
8,16,0.070361
8,32,0.073677
9,1,0.039041
9,2,0.055602
9,4,0.045742
9,8,0.052720
9,16,0.068730
9,32,0.044597
10,1,0.042015
10,2,0.058555
10,4,0.046560
10,8,0.047000
10,16,0.070914
10,32,0.070185
11,1,0.041608
11,2,0.041775
11,4,0.045248
11,8,0.043255
11,16,0.067007
11,32,0.072417
12,1,0.042372
12,2,0.059322
12,4,0.045849
12,8,0.045098
12,16,0.071653
12,32,0.070390
13,1,0.041043
13,2,0.043886
13,4,0.045662
13,8,0.047352
13,16,0.068100
13,32,0.066712
14,1,0.038322
14,2,0.059609
14,4,0.048128
14,8,0.045673
14,16,0.068645
14,32,0.069738
15,1,0.041161
15,2,0.053753
15,4,0.045185
15,8,0.049518
15,16,0.068702
15,32,0.066840
16,1,0.042133
16,2,0.049716
16,4,0.048946
16,8,0.050432
16,16,0.066559
16,32,0.063432
17,1,0.040235
17,2,0.052297
17,4,0.045518
17,8,0.049374
17,16,0.067001
17,32,0.061373
18,1,0.041298
18,2,0.047679
18,4,0.045458
18,8,0.048467
18,16,0.064997
18,32,0.053448
