HashBits,Threads,Throughput (MTPS)
1,1,0.171254
1,2,0.285453
1,4,0.474221
1,8,0.998287
1,16,1.094918
1,32,1.091013
2,1,0.182414
2,2,0.360306
2,4,0.602370
2,8,0.957105
2,16,1.124006
2,32,0.900184
3,1,0.165648
3,2,0.342676
3,4,0.568125
3,8,0.630022
3,16,0.629701
3,32,0.503069
4,1,0.108716
4,2,0.134407
4,4,0.096416
4,8,0.072854
4,16,0.059929
4,32,0.049114
5,1,0.039720
5,2,0.045609
5,4,0.054941
5,8,0.051055
5,16,0.075262
5,32,0.073621
6,1,0.036220
6,2,0.046084
6,4,0.050252
6,8,0.049499
6,16,0.072791
6,32,0.069146
7,1,0.039007
7,2,0.050115
7,4,0.049586
7,8,0.048590
7,16,0.064840
7,32,0.069653
8,1,0.040005
8,2,0.051861
8,4,0.049407
8,8,0.045979
8,16,0.069654
8,32,0.067655
9,1,0.038439
9,2,0.060151
9,4,0.058868
9,8,0.046897
9,16,0.074897
9,32,0.071727
10,1,0.038239
10,2,0.039290
10,4,0.048125
10,8,0.043615
10,16,0.069362
10,32,0.069488
11,1,0.041920
11,2,0.043724
11,4,0.045056
11,8,0.043311
11,16,0.070868
11,32,0.042444
12,1,0.042940
12,2,0.059358
12,4,0.042430
12,8,0.046405
12,16,0.072158
12,32,0.067330
13,1,0.043852
13,2,0.045575
13,4,0.044056
13,8,0.044563
13,16,0.069795
13,32,0.069100
14,1,0.040213
14,2,0.052801
14,4,0.043935
14,8,0.047054
14,16,0.072272
14,32,0.064295
15,1,0.038095
15,2,0.050621
15,4,0.052289
15,8,0.044199
15,16,0.067272
15,32,0.066394
16,1,0.041319
16,2,0.051866
16,4,0.043804
16,8,0.044119
16,16,0.067147
16,32,0.060005
17,1,0.032941
17,2,0.057321
17,4,0.049900
17,8,0.044615
17,16,0.068205
17,32,0.060689
18,1,0.040671
18,2,0.042554
18,4,0.043943
18,8,0.045744
18,16,0.059990
18,32,0.049593
