HashBits,Threads,Throughput (MTPS)
1,1,11.591784
1,2,11.923641
1,4,11.077264
1,8,12.877968
1,16,11.810001
1,32,13.512600
2,1,16.279486
2,2,12.467895
2,4,11.949716
2,8,14.113529
2,16,13.617114
2,32,17.126807
3,1,15.903561
3,2,13.941557
3,4,12.409873
3,8,12.302544
3,16,14.955507
3,32,15.917991
4,1,16.452510
4,2,13.774294
4,4,12.683756
4,8,12.992581
4,16,11.596085
4,32,16.234293
5,1,16.663334
5,2,13.934175
5,4,13.041550
5,8,13.548483
5,16,13.026091
5,32,14.155283
6,1,16.625104
6,2,14.115721
6,4,12.961259
6,8,12.505628
6,16,13.489633
6,32,14.844283
7,1,23.207779
7,2,25.056377
7,4,22.650570
7,8,24.685263
7,16,24.812664
7,32,18.154092
8,1,27.155465
8,2,25.323508
8,4,25.501747
8,8,27.618206
8,16,25.067054
8,32,13.776572
9,1,15.776106
9,2,14.509576
9,4,11.371002
9,8,10.345327
9,16,9.901382
9,32,7.747734
10,1,16.214551
10,2,13.997368
10,4,12.440287
10,8,9.543260
10,16,7.579318
10,32,4.952996
11,1,14.858399
11,2,11.801917
11,4,9.210393
11,8,6.954683
11,16,4.221137
11,32,2.574115
12,1,12.167670
12,2,9.449742
12,4,6.640856
12,8,4.387254
12,16,2.631184
12,32,1.415526
13,1,8.523769
13,2,6.165874
13,4,4.112197
13,8,2.519863
13,16,1.411700
13,32,0.743420
14,1,6.580333
14,2,4.333488
14,4,2.586579
14,8,1.447689
14,16,0.753267
14,32,0.389094
15,1,4.294168
15,2,2.564484
15,4,1.432103
15,8,0.753712
15,16,0.391098
15,32,0.200436
16,1,2.558572
16,2,1.430857
16,4,0.749049
16,8,0.389895
16,16,0.198926
16,32,0.099144
17,1,1.407127
17,2,0.741451
17,4,0.384309
17,8,0.198602
17,16,0.100307
17,32,0.051053
18,1,0.722212
18,2,0.377826
18,4,0.197425
18,8,0.101191
18,16,0.051093
18,32,0.025779
