HashBits,Threads,Throughput (MTPS)
1,1,0.139002
1,2,0.148695
1,4,0.137840
1,8,0.078738
1,16,0.091198
1,32,0.100226
2,1,0.147138
2,2,0.141292
2,4,0.139627
2,8,0.150163
2,16,0.125103
2,32,0.134349
3,1,0.136613
3,2,0.117905
3,4,0.160620
3,8,0.172634
3,16,0.175511
3,32,0.176856
4,1,0.137616
4,2,0.132977
4,4,0.196948
4,8,0.184964
4,16,0.236331
4,32,0.245999
5,1,0.136790
5,2,0.147341
5,4,0.206695
5,8,0.235271
5,16,0.318403
5,32,0.202371
6,1,0.137594
6,2,0.208008
6,4,0.267987
6,8,0.346060
6,16,0.283022
6,32,0.558118
7,1,0.146959
7,2,0.189601
7,4,0.310632
7,8,0.471215
7,16,0.586358
7,32,0.656873
8,1,0.141902
8,2,0.241350
8,4,0.371357
8,8,0.565568
8,16,0.850469
8,32,0.968416
9,1,0.146867
9,2,0.212099
9,4,0.393907
9,8,0.611855
9,16,0.920547
9,32,0.947029
10,1,0.142164
10,2,0.204451
10,4,0.352929
10,8,0.548543
10,16,0.821900
10,32,0.870796
11,1,0.139030
11,2,0.254275
11,4,0.385962
11,8,0.545441
11,16,0.656617
11,32,0.769234
12,1,0.133903
12,2,0.244440
12,4,0.343541
12,8,0.449908
12,16,0.507195
12,32,0.590477
13,1,0.127798
13,2,0.176898
13,4,0.280871
13,8,0.338191
13,16,0.384907
13,32,0.396313
14,1,0.122137
14,2,0.212245
14,4,0.263767
14,8,0.286685
14,16,0.326957
14,32,0.357371
15,1,0.110915
15,2,0.158223
15,4,0.236534
15,8,0.253078
15,16,0.271374
15,32,0.279918
16,1,0.092085
16,2,0.164012
16,4,0.206911
16,8,0.200855
16,16,0.222308
16,32,0.238942
17,1,0.078739
17,2,0.120617
17,4,0.145361
17,8,0.149155
17,16,0.144048
17,32,0.169326
18,1,0.060615
18,2,0.097550
18,4,0.109069
18,8,0.094928
18,16,0.094640
18,32,0.113544
