HashBits,Threads,Throughput (MTPS)
1,1,0.132793
1,2,0.156852
1,4,0.116682
1,8,0.075570
1,16,0.105588
1,32,0.092634
2,1,0.136752
2,2,0.117238
2,4,0.136024
2,8,0.143911
2,16,0.142964
2,32,0.147108
3,1,0.135076
3,2,0.141284
3,4,0.179182
3,8,0.171924
3,16,0.150010
3,32,0.208625
4,1,0.134962
4,2,0.201979
4,4,0.188537
4,8,0.185173
4,16,0.184596
4,32,0.186032
5,1,0.138313
5,2,0.217032
5,4,0.243825
5,8,0.225368
5,16,0.250291
5,32,0.252989
6,1,0.135385
6,2,0.222527
6,4,0.282833
6,8,0.362504
6,16,0.329287
6,32,0.330782
7,1,0.131962
7,2,0.211159
7,4,0.353526
7,8,0.424802
7,16,0.610142
7,32,0.624107
8,1,0.145548
8,2,0.228088
8,4,0.316503
8,8,0.532587
8,16,0.627563
8,32,0.555906
9,1,0.144601
9,2,0.219678
9,4,0.399933
9,8,0.663556
9,16,0.640826
9,32,0.675909
10,1,0.135069
10,2,0.248151
10,4,0.415761
10,8,0.605912
10,16,0.682182
10,32,0.663263
11,1,0.138234
11,2,0.209384
11,4,0.399371
11,8,0.553126
11,16,0.609243
11,32,0.542844
12,1,0.133209
12,2,0.199870
12,4,0.323956
12,8,0.441253
12,16,0.500163
12,32,0.499143
13,1,0.124149
13,2,0.213790
13,4,0.296109
13,8,0.375236
13,16,0.481414
13,32,0.500703
14,1,0.121807
14,2,0.213831
14,4,0.287475
14,8,0.325674
14,16,0.387414
14,32,0.354960
15,1,0.113706
15,2,0.187481
15,4,0.231566
15,8,0.269966
15,16,0.332660
15,32,0.358319
16,1,0.091657
16,2,0.153862
16,4,0.197308
16,8,0.199912
16,16,0.280337
16,32,0.280632
17,1,0.076473
17,2,0.120974
17,4,0.153207
17,8,0.146015
17,16,0.184901
17,32,0.202296
18,1,0.059845
18,2,0.088668
18,4,0.110172
18,8,0.098465
18,16,0.127485
18,32,0.140431
