HashBits,Threads,Throughput (MTPS)
1,1,0.132853
1,2,0.162983
1,4,0.129498
1,8,0.101263
1,16,0.086545
1,32,0.103851
2,1,0.138252
2,2,0.106299
2,4,0.140217
2,8,0.142184
2,16,0.151952
2,32,0.128435
3,1,0.131704
3,2,0.117945
3,4,0.150453
3,8,0.157325
3,16,0.227129
3,32,0.176167
4,1,0.135228
4,2,0.200894
4,4,0.179787
4,8,0.253699
4,16,0.202114
4,32,0.253535
5,1,0.139009
5,2,0.149232
5,4,0.250003
5,8,0.275342
5,16,0.302452
5,32,0.211344
6,1,0.135067
6,2,0.210337
6,4,0.273883
6,8,0.354467
6,16,0.496159
6,32,0.481016
7,1,0.145396
7,2,0.241651
7,4,0.349716
7,8,0.525168
7,16,0.644157
7,32,0.654791
8,1,0.144406
8,2,0.229845
8,4,0.333501
8,8,0.599884
8,16,0.594678
8,32,0.657393
9,1,0.142241
9,2,0.224990
9,4,0.377093
9,8,0.612475
9,16,0.696217
9,32,0.627819
10,1,0.131418
10,2,0.247177
10,4,0.385848
10,8,0.598598
10,16,0.662843
10,32,0.637325
11,1,0.136572
11,2,0.207847
11,4,0.354535
11,8,0.539477
11,16,0.604293
11,32,0.526544
12,1,0.132652
12,2,0.246713
12,4,0.358597
12,8,0.493769
12,16,0.528648
12,32,0.407462
13,1,0.125437
13,2,0.222752
13,4,0.316299
13,8,0.347870
13,16,0.428669
13,32,0.502862
14,1,0.121729
14,2,0.217015
14,4,0.266128
14,8,0.316042
14,16,0.435494
14,32,0.422930
15,1,0.105627
15,2,0.184100
15,4,0.243104
15,8,0.255416
15,16,0.336347
15,32,0.341701
16,1,0.086107
16,2,0.141231
16,4,0.197853
16,8,0.193267
16,16,0.284366
16,32,0.285744
17,1,0.075313
17,2,0.111511
17,4,0.151714
17,8,0.143549
17,16,0.169517
17,32,0.192320
18,1,0.060994
18,2,0.095010
18,4,0.109978
18,8,0.092034
18,16,0.138948
18,32,0.139637
